support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
1518.0,10.0,6.0,1.0,792,13176,13176
1225.0,10.0,7.0,1.0,666,24852,24852
630.0,7.0,4.0,1.0,384,6184,6184
595.0,16.0,7.0,1.0,350,16797,16797
541.0,10.0,7.0,1.0,317,12341,12341
488.0,10.0,5.0,1.0,316,21137,21137
457.0,14.0,7.0,1.0,261,21903,21903
428.0,14.0,7.0,1.0,232,43352,43352
410.0,10.0,6.0,1.0,225,5077,5077
345.0,10.0,7.0,1.0,212,47209,47209
341.0,10.0,7.0,1.0,201,4920,4920
287.0,14.0,7.0,1.0,163,13176,6184
278.0,14.0,7.0,1.0,163,6184,13176
277.0,10.0,5.0,1.0,156,38768,38768
259.0,14.0,7.0,1.0,159,39275,39275
249.0,14.0,7.0,1.0,112,37710,37710
238.0,7.0,3.0,1.0,142,27966,27966
237.0,14.0,7.0,1.0,140,13176,12341
233.0,19.0,9.0,1.0,148,35561,35561
231.0,14.0,7.0,1.0,142,12341,13176
223.0,7.0,4.0,1.0,134,13575,13575
215.0,10.0,6.0,1.0,133,13176,13176 6184
210.0,10.0,7.0,1.0,130,13176 6184,13176
207.0,10.0,7.0,1.0,125,6184,13176 6184
203.0,10.0,7.0,1.0,102,8048,8048
203.0,10.0,6.0,1.0,121,13176 6184,6184
198.0,16.0,7.0,1.0,134,13176,43352
196.0,10.0,7.0,1.0,124,4920,24852
195.0,19.0,7.0,1.0,136,21137,13176
191.0,16.0,7.0,1.0,126,43352,13176
190.0,10.0,6.0,1.0,119,42265,42265
187.0,14.0,7.0,1.0,106,24852,4920
184.0,19.0,7.0,1.0,124,13176,21137
182.0,10.0,7.0,1.0,104,13176 6184,13176 6184
182.0,28.0,8.0,1.0,130,13176,16797
179.0,14.0,7.0,1.0,87,30827,30827
179.0,10.0,7.0,1.0,126,47766,47766
178.0,10.0,7.0,1.0,113,13176,13176 12341
177.0,10.0,7.0,1.0,114,12341,13176 12341
176.0,14.0,7.0,1.0,95,13176 12341,13176
176.0,10.0,7.0,1.0,109,28204,28204
175.0,14.0,7.0,1.0,93,37687,37687
175.0,21.5,7.0,1.0,127,16797,13176
173.0,10.0,7.0,1.0,107,13176 12341,12341
169.0,7.0,4.0,1.0,93,45007,45007
168.0,10.0,7.0,1.0,102,24852 4920,24852
168.0,19.0,9.0,1.0,108,47626,47626
164.0,16.0,9.0,1.0,109,11759,11759
162.0,10.0,7.0,1.0,100,24852,24852 4920
161.0,7.0,5.0,1.0,87,10673,10673
160.0,14.0,8.0,1.0,89,8571,8571
159.0,14.0,7.0,1.0,85,13575,6184
158.0,14.0,6.0,1.0,82,37710,6184
158.0,7.0,4.0,1.0,99,8277,8277
157.0,10.0,7.0,1.0,89,17122,17122
154.0,10.0,7.0,1.0,92,13176 12341,13176 12341
149.0,14.0,6.0,1.0,86,6184,37710
148.0,7.0,4.0,1.0,89,21288,21288
147.0,14.0,7.0,1.0,88,12341,6184
146.0,21.5,8.0,1.0,103,43352,16797
146.0,16.0,8.0,1.0,104,16797,24852
145.0,19.0,8.0,1.0,106,21903,13176
145.0,10.0,7.0,1.0,96,6184,12341
144.0,10.0,6.0,1.0,94,26209,26209
144.0,10.0,5.5,1.0,87,6184,13575
143.0,10.0,7.0,1.0,78,4920,24852 4920
143.0,16.0,8.0,1.0,92,13176,13176 43352
142.0,19.0,6.0,1.0,92,47209,13176
142.0,21.5,8.0,1.0,105,13176,21903
141.0,7.0,5.0,1.0,92,24852 4920,4920
141.0,21.5,7.0,1.0,100,16797,43352
137.0,14.0,7.0,1.0,87,24852,28204
137.0,16.0,7.0,1.0,98,24852,16797
136.0,16.0,8.0,1.0,89,13176 43352,13176
135.0,16.0,7.0,1.0,88,13176 43352,43352
135.0,14.0,7.0,1.0,77,31651,31651
134.0,7.0,5.5,1.0,86,24852 4920,24852 4920
134.0,14.0,6.0,1.0,82,13176,37710
133.0,14.0,6.0,1.0,88,13176,47209
133.0,7.0,2.0,1.0,85,13176,27966
132.0,30.5,13.0,1.0,85,12341,43352
132.0,14.0,6.0,1.0,76,37710,13176
131.0,7.0,4.5,1.0,74,46842,46842
129.0,7.0,3.0,1.0,82,27966,13176
128.0,14.0,7.0,1.0,80,28204,24852
127.0,14.0,7.0,1.0,80,43352,13176 43352
126.0,16.0,7.0,1.0,76,5876,5876
125.0,7.0,5.0,1.0,84,39408,39408
125.0,19.0,7.0,1.0,84,6184,43352
125.0,19.0,8.5,1.0,76,22935,22935
123.0,34.0,10.0,1.0,92,13176,35561
122.0,16.0,7.0,1.0,93,13176,39275
121.0,14.0,6.5,1.0,79,40199,40199
121.0,10.0,6.0,1.0,65,33768,33768
121.0,16.0,7.0,1.0,85,5077,24852
121.0,7.0,5.0,1.0,73,41787,41787
121.0,16.0,5.0,1.0,83,13176 21137,13176
120.0,28.0,10.0,1.0,80,43352,12341
118.0,7.0,4.0,1.0,72,24184,24184
118.0,34.0,11.0,1.0,89,35561,13176
117.0,19.0,9.0,1.0,81,43352,6184
116.0,19.0,7.0,1.0,85,21137,24852
116.0,28.0,9.0,1.0,81,6184,16797
116.0,16.0,6.0,1.0,80,13176,13176 21137
115.0,14.0,7.0,1.0,67,24852,24852 28204
114.0,16.0,8.0,1.0,71,13176 43352,13176 43352
114.0,16.0,8.0,1.0,75,24852,5077
114.0,30.5,13.0,1.0,80,12341,16797
111.0,16.0,7.0,1.0,85,39275,13176
110.0,14.0,7.0,1.0,67,9076,9076
110.0,14.0,7.0,1.0,62,24852 28204,24852
110.0,14.0,7.0,1.0,69,19057,19057
109.0,14.0,7.0,1.0,75,24852 16797,24852
108.0,16.0,7.0,1.0,80,24852,21137
108.0,25.0,10.0,1.0,77,16797,12341
108.0,21.5,7.0,1.0,78,16797,6184
108.0,21.5,8.0,1.0,77,13176,13176 16797
108.0,16.0,6.0,1.0,74,13176 21137,21137
107.0,16.0,7.0,1.0,69,13575,13176
107.0,16.0,9.0,1.0,72,30391,30391
107.0,7.0,3.0,1.0,62,13176,13176 27966
106.0,16.0,7.0,1.0,64,47209,24852
106.0,10.0,6.0,1.0,69,37646,37646
105.0,16.0,5.5,1.0,72,21137,13176 21137
105.0,14.0,7.0,1.0,70,47209,21903
105.0,19.0,8.0,1.0,75,16797,13176 16797
