support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
1938.0,14.0,7.0,1.0,1146,24852,24852
1535.0,13.0,7.0,1.0,829,23909,23909
932.0,13.0,7.0,1.0,581,13176,13176
882.0,10.5,6.0,1.0,514,4210,4210
799.0,13.0,7.0,1.0,420,19660,19660
747.0,13.0,7.0,1.0,445,47141,47141
728.0,13.0,7.0,1.0,433,49235,49235
678.0,14.0,8.0,1.0,401,44632,44632
665.0,13.0,7.0,1.0,404,10957,10957
602.0,13.0,7.0,1.0,323,15424,15424
599.0,10.5,7.0,1.0,346,27845,27845
572.0,10.5,7.0,1.0,360,27086,27086
569.0,14.0,7.0,1.0,364,42450,42450
558.0,13.0,7.0,1.0,327,41290,41290
548.0,10.5,6.0,1.0,330,196,196
545.0,14.0,7.0,1.0,314,19348,19348
510.0,13.0,7.0,1.0,304,33198,33198
491.0,13.0,7.0,1.0,290,35221,35221
482.0,14.0,8.0,1.0,302,5077,5077
476.0,10.5,6.0,1.0,270,32691,32691
457.0,8.0,5.0,1.0,260,3957,3957
447.0,7.0,3.0,1.0,223,31981,31981
442.0,14.0,8.0,1.0,273,25146,25146
440.0,13.0,7.0,1.0,255,1940,1940
394.0,13.0,7.0,1.0,225,26165,26165
383.0,18.5,11.0,1.0,231,16696,16696
363.0,13.0,7.0,1.0,211,21709,21709
335.0,14.0,8.0,1.0,236,16797,16797
335.0,13.0,7.0,1.0,212,9076,9076
332.0,13.0,7.0,1.0,172,32403,32403
330.0,10.5,6.5,1.0,171,5479,5479
317.0,13.0,8.0,1.0,179,8859,8859
316.0,14.0,7.0,1.0,189,47144,47144
314.0,13.0,7.0,1.0,181,14947,14947
305.0,10.5,6.0,1.0,179,27325,27325
304.0,21.0,11.0,1.0,182,44799,44799
301.0,5.0,2.0,1.0,150,45190,45190
295.0,10.5,6.0,1.0,197,21137,21137
288.0,14.0,7.0,1.0,180,5782,5782
278.0,14.0,8.0,1.0,174,21903,21903
275.0,17.0,7.0,1.0,156,43631,43631
274.0,14.0,8.0,1.0,167,432,432
273.0,5.0,2.0,1.0,147,38444,38444
271.0,10.5,6.0,1.0,159,41276,41276
268.0,10.5,7.0,1.0,152,5785,5785
258.0,21.0,8.0,1.0,170,24852,23909
255.0,13.0,7.0,1.0,161,49520,49520
255.0,18.5,8.0,1.0,172,23909,24852
252.0,17.0,8.0,1.0,157,37158,37158
250.0,13.0,6.0,1.0,158,16965,16965
249.0,10.5,7.0,1.0,171,47209,47209
249.0,21.0,12.0,1.0,166,31683,31683
247.0,14.0,7.0,1.0,160,47977,47977
244.0,8.0,4.0,1.0,149,25466,25466
243.0,14.0,6.0,1.0,168,12916,12916
237.0,21.0,11.0,1.0,164,16953,16953
236.0,14.0,8.0,1.0,154,40310,40310
236.0,13.0,7.0,1.0,142,14233,14233
234.0,13.0,7.0,1.0,150,27966,27966
233.0,7.0,5.0,1.0,140,32478,32478
230.0,18.5,8.0,1.0,143,39581,39581
229.0,14.0,8.0,1.0,146,22035,22035
229.0,13.0,7.0,1.0,130,36011,36011
227.0,18.5,9.0,1.0,144,23288,23288
225.0,22.5,10.0,1.0,154,21333,21333
220.0,30.0,13.0,1.0,152,10673,10673
211.0,24.5,12.0,1.0,154,23734,23734
209.0,13.0,7.0,1.0,124,18523,18523
208.0,14.0,8.0,1.0,138,36316,36316
206.0,7.0,3.0,1.0,101,19677,19677
206.0,17.0,7.0,1.0,127,35914,35914
206.0,17.0,8.0,1.0,129,35221,44632
205.0,18.5,9.0,1.0,142,27344,27344
202.0,17.0,9.0,1.0,124,24838,24838
198.0,18.5,9.0,1.0,137,40332,40332
196.0,14.0,8.0,1.0,124,44632,35221
193.0,13.0,8.0,1.0,124,16185,16185
190.0,13.0,7.0,1.0,112,45603,45603
189.0,13.0,7.0,1.0,113,30776,30776
188.0,21.0,11.5,1.0,133,41844,41844
186.0,13.0,7.0,1.0,110,10032,10032
185.0,17.0,9.0,1.0,115,7781,7781
185.0,17.0,9.0,1.0,106,28427,28427
182.0,13.0,7.5,1.0,115,46802,46802
178.0,14.0,8.0,1.0,111,33754,33754
177.0,14.0,8.0,1.0,124,47766,47766
173.0,14.0,7.0,1.0,106,34050,34050
172.0,21.0,9.0,1.0,104,24852 23909,23909
171.0,18.5,10.0,1.0,110,23909,24852 23909
170.0,14.0,8.0,1.0,106,44632 35221,44632
170.0,18.5,11.0,1.0,114,46842,46842
169.0,14.0,7.0,1.0,99,35951,35951
167.0,14.0,8.0,1.0,117,28204,28204
167.0,21.0,11.0,1.0,111,20955,20955
164.0,13.0,7.0,1.0,109,4920,4920
163.0,8.0,5.0,1.0,85,1463,1463
161.0,14.0,8.0,1.0,95,44632 35221,35221
161.0,17.0,10.0,1.0,105,30489,30489
161.0,14.0,8.0,1.0,96,35221,44632 35221
160.0,14.0,8.0,1.0,94,44632,44632 35221
160.0,35.0,15.0,1.0,117,27796,27796
159.0,17.0,9.0,1.0,104,24852 23909,24852
159.0,21.0,10.0,1.0,114,47626,47626
156.0,17.0,10.0,1.0,100,24852,24852 23909
155.0,14.0,7.0,1.0,93,20995,20995
155.0,10.5,7.0,1.0,98,46676,46676
