support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
1748.0,7.0,3.0,2.0,582,24852,24852
1275.0,8.0,6.0,1.0,797,13176,13176
754.0,7.0,3.0,1.0,269,28204,28204
592.0,7.0,3.0,1.0,241,4920,4920
536.0,8.0,6.0,1.0,306,6184,6184
521.0,7.0,4.0,1.0,201,9387,9387
518.0,8.0,7.0,1.0,327,16797,16797
511.0,9.0,6.0,1.0,322,21137,21137
510.0,10.0,6.0,1.0,324,43352,43352
495.0,7.0,4.0,1.0,251,41787,41787
461.0,7.0,4.0,1.0,202,39877,39877
452.0,14.0,7.0,1.0,288,12341,12341
400.0,14.0,7.0,1.0,264,21903,21903
357.0,7.0,4.0,1.0,128,39408,39408
347.0,7.0,3.0,1.0,125,45066,45066
331.0,6.0,2.0,1.0,172,28199,28199
324.0,7.0,4.0,1.0,171,13575,13575
319.0,7.0,3.0,1.0,162,24852,28204
315.0,7.0,4.0,2.0,132,19057,19057
311.0,7.0,4.0,1.0,158,28204,24852
307.0,9.0,7.0,1.0,197,39275,39275
296.0,7.0,3.0,1.0,147,24852,24852 28204
292.0,7.0,4.0,1.0,136,24852 28204,24852
289.0,7.0,2.0,1.0,116,4920,24852
289.0,17.0,9.0,1.0,185,8571,8571
288.0,7.0,2.0,1.0,110,24852,4920
276.0,7.0,2.0,1.5,100,24852,24852 4920
276.0,7.0,3.0,2.0,122,24852 28204,28204
275.0,7.0,3.0,1.0,133,28204,24852 28204
275.0,7.0,3.0,1.0,100,24852 4920,24852
270.0,7.0,2.0,1.0,101,4920,24852 4920
268.0,7.0,3.0,2.0,120,24852 28204,24852 28204
268.0,7.0,4.0,1.0,133,22825,22825
267.0,6.0,1.0,1.0,147,24852 4920,4920
262.0,6.0,1.5,1.0,142,24852 4920,24852 4920
258.0,7.0,4.0,1.0,128,41787,24852
257.0,7.0,4.0,1.0,129,24852,41787
251.0,7.0,3.0,2.0,81,46906,46906
243.0,6.0,2.0,1.0,133,39928,39928
234.0,7.0,4.0,1.0,109,9387,24852
232.0,7.0,4.0,1.0,107,24852,9387
228.0,7.0,4.0,1.0,87,8277,8277
223.0,7.0,4.0,1.0,100,24852,24852 9387
223.0,7.0,4.0,1.0,102,24852 9387,24852
214.0,8.0,4.5,1.0,131,8048,8048
211.0,6.0,2.0,1.0,116,28199,24852
210.0,7.0,4.0,1.0,93,9387,24852 9387
210.0,7.0,4.0,1.0,92,24852 9387,9387
209.0,17.0,10.0,1.0,139,38768,38768
207.0,7.0,2.0,1.0,71,4920,28204
207.0,7.0,4.0,1.0,91,24852 9387,24852 9387
204.0,9.0,6.0,1.0,123,21292,21292
203.0,6.0,2.0,1.0,110,24852,28199
200.0,7.0,5.0,1.0,88,24852,39408
199.0,7.0,4.0,1.0,105,37646,37646
198.0,7.0,2.0,1.0,68,28204,4920
195.0,5.0,1.0,1.0,111,24852 28199,24852
195.0,7.0,3.0,1.0,88,24852,45066
195.0,7.0,2.0,1.0,84,45066,24852
192.0,7.0,4.0,2.0,77,39408,24852
189.0,5.0,1.0,1.0,107,24852,24852 28199
188.0,7.0,5.0,1.0,77,24852,24852 39408
186.0,7.0,3.0,1.0,85,8174,8174
183.0,7.0,4.0,1.0,106,24852,39877
183.0,7.0,4.0,1.5,70,24852 39408,24852
182.0,7.0,2.0,1.0,77,24852,24852 45066
182.0,5.0,1.0,1.0,100,28199,24852 28199
179.0,5.0,1.0,1.0,97,24852 28199,28199
179.0,7.0,2.0,2.0,69,24852 45066,24852
175.0,5.0,1.0,1.0,94,24852 28199,24852 28199
175.0,7.0,5.0,2.0,67,39408,24852 39408
174.0,10.0,6.0,1.0,119,21288,21288
173.0,7.0,5.0,1.0,66,24852 39408,39408
173.0,7.0,2.0,1.0,67,45066,24852 45066
173.0,13.0,7.0,1.0,121,13176,6184
173.0,7.0,4.0,1.0,96,39877,24852
171.0,7.0,4.0,1.0,89,24852,22825
169.0,7.0,2.0,2.0,61,24852 45066,45066
169.0,7.0,4.0,1.0,64,43122,43122
168.0,6.0,2.0,1.0,100,47209,47209
168.0,7.0,3.0,1.0,75,28204,39877
168.0,7.0,5.0,1.0,63,24852 39408,24852 39408
167.0,13.0,7.0,1.0,131,13176,21137
166.0,7.0,1.0,1.0,54,4920,46906
166.0,7.0,4.5,1.0,90,22825,24852
165.0,7.0,2.0,2.0,59,24852 45066,24852 45066
165.0,13.0,7.0,1.0,127,21137,13176
165.0,13.0,7.0,1.0,105,30827,30827
