support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
4781.0,10.0,6.0,1.0,2730,24852,24852
3217.0,9.0,5.0,1.0,1851,13176,13176
1355.0,11.0,6.0,1.0,829,21137,21137
1283.0,14.0,7.0,1.0,795,47626,47626
1238.0,11.0,6.0,1.0,730,47209,47209
1181.0,11.0,7.0,1.0,724,16797,16797
1144.0,11.0,6.0,1.0,668,27966,27966
1064.0,12.0,6.0,1.0,664,39275,39275
944.0,10.0,7.0,1.0,557,28204,28204
829.0,13.0,7.0,1.0,500,47766,47766
788.0,17.0,9.0,1.0,499,26209,26209
775.0,10.0,6.0,1.0,446,27845,27845
769.0,15.0,7.0,1.0,454,21903,21903
755.0,16.0,9.0,1.0,444,8021,8021
696.0,13.0,7.0,1.0,422,49683,49683
637.0,10.0,6.0,1.0,358,23909,23909
629.0,14.0,8.0,1.0,386,29487,29487
624.0,16.0,9.0,1.0,359,2086,2086
615.0,14.0,7.0,1.0,405,24852,16797
613.0,13.0,7.0,1.0,415,16797,24852
600.0,14.0,7.0,1.0,348,49235,49235
595.0,11.0,6.0,1.0,377,9076,9076
594.0,12.0,7.0,1.0,365,26604,26604
590.0,21.0,8.0,1.0,422,24852,47626
579.0,14.0,7.0,1.0,342,5077,5077
571.0,13.0,6.0,1.0,353,41950,41950
561.0,13.0,7.0,1.0,338,19057,19057
554.0,20.0,7.0,1.0,402,47626,24852
549.0,12.0,6.0,1.0,348,13176,27966
544.0,14.0,6.0,1.0,327,27966,13176
534.0,17.0,8.0,1.0,343,5876,5876
531.0,17.0,7.0,1.0,362,21137,13176
520.0,17.0,7.0,1.0,352,13176,21137
509.0,14.0,7.0,1.0,316,4920,4920
497.0,19.0,8.0,1.0,324,22935,22935
494.0,12.0,6.0,1.0,294,1940,1940
490.0,14.0,7.0,1.0,324,24852,28204
486.0,14.0,7.0,1.0,324,28204,24852
480.0,17.0,7.0,1.0,312,47209,13176
469.0,15.0,7.0,1.0,300,13176,47209
464.0,14.0,7.0,1.0,281,34969,34969
464.0,14.0,7.0,1.0,294,40706,40706
463.0,8.0,5.0,1.0,282,8174,8174
459.0,11.0,6.0,1.0,278,9387,9387
448.0,11.0,7.0,1.0,294,24852 16797,24852
443.0,21.0,10.0,1.0,291,44142,44142
441.0,11.0,7.0,1.0,254,19348,19348
439.0,12.0,7.0,1.0,283,24852,24852 16797
429.0,13.0,7.0,1.0,262,33198,33198
428.0,12.0,6.0,1.0,258,13176,13176 27966
422.0,13.0,7.0,1.0,255,39928,39928
420.0,19.0,7.0,1.0,294,39275,13176
419.0,13.0,6.0,1.0,250,13176 27966,13176
419.0,14.0,7.0,1.0,275,45007,45007
418.0,12.0,6.0,1.0,258,10749,10749
418.0,20.0,7.0,1.0,292,13176,39275
418.0,15.0,8.0,1.0,258,21616,21616
417.0,11.0,7.0,1.0,264,43352,43352
415.0,19.0,7.0,1.0,297,21137,39275
413.0,17.0,7.0,1.0,290,39275,21137
412.0,19.0,7.0,1.0,292,21137,24852
410.0,13.0,6.0,1.0,249,5450,5450
409.0,17.0,8.0,1.0,258,43772,43772
406.0,14.0,7.0,1.0,251,44359,44359
404.0,24.0,7.0,1.0,289,24852,21137
