support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
645.0,17.0,8.0,1.0,363,196,196
254.0,13.0,7.0,1.0,144,44632,44632
211.0,13.0,7.0,1.0,123,31651,31651
204.0,22.0,10.0,1.0,124,10957,10957
197.0,17.0,10.0,1.0,117,37710,37710
185.0,13.0,6.0,1.0,106,19660,19660
177.0,13.0,7.0,1.0,111,41400,41400
155.0,13.0,7.0,1.0,85,35221,35221
149.0,13.0,6.0,1.0,89,8859,8859
147.0,7.0,5.0,1.0,105,33198,33198
143.0,13.0,8.0,1.0,83,22802,22802
122.0,17.0,8.0,1.0,83,47977,47977
120.0,13.0,7.0,1.0,79,41131,41131
118.0,17.0,8.0,1.0,82,16696,16696
116.0,13.0,7.0,1.0,61,46088,46088
116.0,22.0,14.0,1.0,63,46149,46149
114.0,17.0,7.0,1.0,68,47141,47141
111.0,27.0,12.0,1.0,86,16953,16953
108.0,22.0,11.5,1.0,62,43154,43154
106.0,13.0,6.0,1.0,66,15424,15424
105.0,22.0,13.5,1.0,66,26348,26348
105.0,27.0,11.5,1.0,63,196,37710
103.0,22.0,9.0,1.0,65,37710,196
100.0,13.0,7.0,1.0,50,14947,14947
99.0,13.0,7.0,1.0,57,46061,46061
99.0,13.0,7.0,1.0,58,35221,44632
98.0,13.0,7.0,1.0,59,21709,21709
97.0,13.0,7.0,1.0,57,44632,35221
96.0,13.0,7.0,1.0,57,44632 35221,44632
95.0,13.0,7.0,1.0,55,44632,44632 35221
93.0,13.0,7.0,1.0,54,12916,12916
90.0,22.0,14.0,1.0,58,196,46149
89.0,22.0,13.0,1.0,61,5258,5258
89.0,22.0,14.0,1.0,54,46149,196
88.0,17.0,11.0,1.0,56,49520,49520
88.0,13.0,7.0,1.0,50,35221,44632 35221
87.0,13.0,7.0,1.0,49,44632 35221,35221
87.0,17.0,6.0,1.0,65,24852,24852
85.0,13.0,5.0,1.0,53,41276,41276
85.0,13.0,7.0,1.0,48,44632 35221,44632 35221
84.0,17.0,8.0,1.0,53,2120,2120
83.0,13.0,7.0,1.0,44,14947,44632
82.0,13.0,7.0,1.0,47,44632,14947
81.0,30.0,18.0,2.0,39,35561,35561
80.0,22.0,14.0,1.0,50,196,196 46149
78.0,22.0,14.0,1.0,46,196 46149,196
78.0,7.0,5.0,1.0,52,23288,23288
76.0,22.0,11.5,1.0,43,36316,36316
76.0,22.0,14.0,1.0,44,46149,196 46149
76.0,17.0,8.0,1.0,37,3957,3957
75.0,13.0,7.0,1.0,54,44632,21709
75.0,17.0,10.0,1.0,47,37710,31651
75.0,13.0,7.0,1.0,50,21709,44632
75.0,22.0,14.0,1.0,44,196 46149,46149
73.0,17.0,7.0,1.0,46,40199,40199
72.0,13.0,6.0,1.0,42,40939,40939
71.0,13.0,7.0,1.0,50,44632,44632 21709
71.0,13.0,7.0,1.0,44,196,46061
71.0,22.0,9.0,1.0,40,30450,30450
71.0,13.0,7.0,1.0,49,44632 21709,44632
71.0,22.0,13.0,1.0,36,31651,37710
71.0,22.0,14.0,1.0,41,196 46149,196 46149
70.0,13.0,6.0,1.0,43,21386,21386
69.0,27.0,9.0,1.0,50,41400,196
67.0,27.0,10.0,1.0,48,196,41400
67.0,13.0,7.0,1.0,45,44632 21709,21709
66.0,13.0,7.0,1.0,39,46061,196
65.0,27.0,12.5,1.0,45,41290,41290
65.0,13.0,7.0,1.0,41,21709,44632 21709
64.0,7.0,5.0,1.0,36,14233,14233
64.0,13.0,7.0,1.0,42,44632 21709,44632 21709
63.0,17.0,9.5,1.0,46,5077,5077
60.0,13.0,8.0,1.0,41,35221,21709
58.0,17.0,7.0,1.0,41,47977,36316
58.0,42.0,20.0,1.0,50,196,16953
57.0,67.0,24.0,1.0,46,16953,196
57.0,13.0,7.5,1.0,36,21709,35221
56.0,22.0,8.0,1.0,37,36316,47977
54.0,17.0,9.5,1.0,35,23909,23909
52.0,7.0,6.0,1.0,43,22802,31651
52.0,7.0,4.0,1.0,42,31651,22802
51.0,13.0,7.0,1.0,30,14947,35221
50.0,13.0,7.0,1.0,35,26620,44632
48.0,22.0,12.0,1.0,33,196,26348
48.0,13.0,7.0,1.0,31,26620,26620
48.0,13.0,7.0,1.0,29,21709,14947
48.0,13.0,7.0,1.0,30,14947,21709
47.0,27.0,11.0,1.0,33,26348,196
47.0,13.0,7.0,1.0,34,44632,26620
46.0,27.0,7.0,1.0,30,196,19660
46.0,13.0,8.0,1.0,29,4210,4210
46.0,27.0,14.0,1.0,38,7751,7751
46.0,22.0,14.0,1.0,29,25146,25146
46.0,17.0,5.0,1.0,34,13176,13176
45.0,22.0,11.5,1.0,29,196,31651
45.0,42.0,26.5,1.0,35,31506,31506
45.0,30.0,15.0,1.0,32,10957,16696
45.0,22.0,8.0,1.0,33,19660,196
45.0,52.0,28.0,1.0,37,27796,27796
