support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
508.0,7.0,5.0,1.0,276,49235,49235
505.0,7.0,4.0,1.0,207,27845,27845
335.0,7.0,3.0,1.0,183,19348,19348
239.0,7.0,2.0,1.0,83,27086,27086
236.0,7.0,4.0,1.0,67,38689,38689
210.0,7.0,2.0,1.0,66,4210,4210
165.0,9.0,5.5,1.0,103,32478,32478
139.0,2.0,1.0,1.0,63,19677,19677
136.0,7.0,4.0,1.0,58,47144,47144
131.0,7.0,5.0,1.0,56,35951,35951
131.0,7.0,3.0,3.0,21,38689,27845
129.0,14.0,7.0,1.0,67,23909,23909
129.0,2.0,1.0,1.0,24,20842,20842
129.0,7.0,3.0,3.0,21,27845,38689
118.0,7.0,2.0,1.0,23,19348,4210
117.0,14.0,8.0,1.0,74,32403,32403
117.0,7.0,2.0,1.0,21,4210,19348
117.0,7.0,4.0,2.0,41,49235,27845
117.0,7.0,4.0,2.0,44,27845,49235
114.0,2.0,1.0,2.0,59,4210,27086
113.0,2.0,1.0,2.0,55,27086,4210
112.0,7.0,2.0,2.0,21,27086,19348
112.0,7.0,4.5,2.0,41,49235,27845 49235
111.0,7.0,2.0,2.0,21,19348,27086
111.0,7.0,5.0,2.0,43,27845 49235,49235
111.0,7.0,4.0,2.0,43,27845 49235,27845
111.0,7.0,4.0,2.0,43,27845,27845 49235
109.0,7.0,4.0,2.0,41,27845 49235,27845 49235
107.0,7.0,4.0,1.5,28,13249,13249
107.0,7.0,5.0,3.0,31,35951,49235
105.0,7.0,5.0,2.0,38,49235,35951
101.0,7.0,4.0,2.0,34,1940,1940
94.0,7.0,4.0,1.0,33,36011,36011
88.0,9.0,7.0,1.0,49,432,432
85.0,17.0,9.0,1.0,51,38928,38928
83.0,2.0,1.0,1.0,58,29447,29447
76.0,7.0,4.0,2.0,28,7781,7781
74.0,7.0,4.0,2.5,20,36011,27845
74.0,7.0,4.0,2.0,19,27845,36011
71.0,7.0,4.0,2.5,18,49235,36011
70.0,7.0,5.0,3.0,20,36011,49235
67.0,7.0,3.0,2.0,20,38689,49235
66.0,7.0,4.0,2.0,19,49235,38689
66.0,7.0,4.0,2.0,14,49235,13249
64.0,7.0,4.0,1.0,14,13249,49235
63.0,9.0,7.0,1.0,28,46676,46676
61.0,7.0,5.0,3.0,19,36011,27845 49235
61.0,7.0,4.0,2.0,19,27845 49235,36011
60.0,7.0,5.0,1.0,29,27845,35951
59.0,2.0,1.0,2.5,18,17794,17794
58.0,7.0,5.0,1.0,24,35951,27845
55.0,2.0,1.0,2.0,18,17794,20842
55.0,9.0,6.0,1.0,29,40174,40174
55.0,2.0,1.0,2.5,16,20842,17794
53.0,7.0,4.0,2.0,17,38689,13249
52.0,7.0,4.0,2.5,16,13249,38689
52.0,7.0,4.0,1.0,23,44632,44632
50.0,7.0,4.0,2.0,20,35951,38689
50.0,7.0,4.0,1.0,18,35951,13249
50.0,7.0,5.0,1.0,21,27845 49235,35951
49.0,7.0,4.5,1.0,21,44632,49235
49.0,7.0,5.0,2.0,17,35951,27845 49235
49.0,7.0,4.0,2.0,21,38689,35951
48.0,7.0,4.0,2.0,19,13249,35951
48.0,7.0,5.0,4.0,11,35951,36011
47.0,7.0,4.0,1.0,21,44632,35221
47.0,7.0,4.0,3.0,16,1940,49235
47.0,7.0,4.0,1.0,22,35221,35221
46.0,7.0,4.0,1.0,21,44632 35221,35221
46.0,7.0,5.0,2.0,21,7781,1940
46.0,7.0,3.0,2.0,16,1940,7781
46.0,9.0,6.0,1.0,29,31981,31981
46.0,7.0,5.0,2.0,16,36011,35951
46.0,7.0,4.0,3.0,17,49235,1940
45.0,7.0,4.5,1.0,20,44632 35221,44632
45.0,7.0,4.0,1.0,19,44632,44632 35221
45.0,7.0,4.5,1.0,21,35221,49235
45.0,7.0,4.5,1.0,20,35221,44632
45.0,7.0,4.5,1.0,21,49235,44632
44.0,7.0,4.5,1.0,20,44632 35221,49235
44.0,14.0,7.0,1.0,31,24852,24852
44.0,7.0,4.0,1.0,19,35221,44632 35221
44.0,7.0,4.0,1.0,19,44632 35221,44632 35221
43.0,14.0,8.0,1.0,29,20940,20940
43.0,7.0,4.0,1.0,21,49235,35221
41.0,7.0,4.5,3.0,12,44632,1940
41.0,7.0,4.0,1.0,21,28465,28465
41.0,7.0,6.0,2.0,18,432,1940
41.0,14.0,7.0,1.0,17,43295,43295
41.0,7.0,4.0,1.0,19,49235,44632 35221
40.0,7.0,5.0,1.5,20,1940,432
39.0,7.0,4.0,3.0,13,1940,44632
39.0,7.0,4.0,3.0,13,1940,27845
39.0,7.0,4.0,1.0,17,27845,1940
38.0,7.0,4.5,3.0,13,44632 35221,1940
38.0,7.0,4.0,3.0,13,1940,27845 49235
38.0,29.0,20.5,1.0,30,33000,33000
38.0,7.0,4.5,3.0,13,35221,1940
37.0,14.0,9.5,1.0,26,23909,19348
37.0,7.0,4.0,3.0,13,1940,44632 35221
37.0,7.0,4.0,3.0,13,1940,35221
37.0,7.0,4.0,1.0,17,27845 49235,1940
36.0,7.0,4.0,3.0,12,44632 35221,14947
36.0,7.0,4.0,3.0,12,44632,14947
