support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
291.0,13.0,6.0,1.0,160,24852,24852
269.0,17.0,10.0,1.0,155,5077,5077
200.0,13.0,7.0,1.0,131,10673,10673
157.0,17.0,11.0,1.0,91,23909,23909
134.0,7.0,5.5,1.0,78,27845,27845
133.0,17.0,10.0,1.0,80,13176,13176
127.0,17.0,8.0,1.0,78,46842,46842
110.0,13.0,8.0,1.0,46,19348,19348
101.0,7.0,5.0,1.0,59,49235,49235
86.0,7.0,5.5,1.0,47,13249,13249
80.0,17.0,10.0,1.0,54,4210,4210
76.0,17.0,11.0,1.0,43,31981,31981
73.0,17.0,11.0,1.0,49,21333,21333
72.0,7.0,5.0,2.0,27,36011,36011
67.0,7.0,6.0,1.0,45,18362,18362
65.0,22.0,12.5,1.0,42,42450,42450
62.0,7.0,6.0,1.0,34,35951,35951
59.0,22.0,13.0,1.0,36,27086,27086
58.0,7.0,5.0,1.0,38,24489,24489
57.0,17.0,10.5,1.0,30,32478,32478
55.0,7.0,3.0,1.0,39,10673,24852
55.0,7.0,6.0,2.0,25,46802,46802
54.0,13.0,7.0,1.0,30,5785,5785
54.0,7.0,5.0,2.0,22,27845,49235
53.0,7.0,5.5,4.0,15,13249,27845
53.0,37.0,16.0,1.0,38,16953,16953
53.0,22.0,12.0,1.0,36,16797,16797
53.0,7.0,5.0,1.0,25,49235,27845
53.0,7.0,5.0,4.0,15,27845,13249
52.0,22.0,10.0,1.0,32,30489,30489
51.0,7.0,2.5,1.0,40,24852,10673
50.0,7.0,5.0,1.0,24,35951,27845
48.0,7.0,5.0,2.0,20,49235,13249
48.0,7.0,5.5,2.0,20,27845,35951
47.0,7.0,5.0,2.0,18,27845 49235,49235
47.0,7.0,5.0,4.0,15,13249,49235
47.0,7.0,6.0,1.0,39,40310,40310
47.0,7.0,5.0,1.5,20,35951,49235
47.0,7.0,6.0,2.0,18,27845 49235,27845
47.0,7.0,6.0,2.0,22,17948,17948
46.0,7.0,6.0,2.0,17,13249,46802
46.0,17.0,8.0,1.0,30,23909,24852
46.0,7.0,5.0,2.0,18,49235,27845 49235
46.0,7.0,6.0,2.0,17,27845 49235,13249
46.0,7.0,4.0,2.0,21,49235,35951
46.0,7.0,5.0,2.5,16,27845,27845 49235
46.0,7.0,6.0,2.0,17,27845,46802
45.0,7.0,5.5,3.0,15,13249,27845 49235
45.0,7.0,5.5,2.0,17,13249,35951
45.0,7.0,5.0,2.0,19,35951,13249
45.0,7.0,5.5,2.0,20,46802,27845
45.0,7.0,6.0,2.0,16,27845 49235,27845 49235
45.0,7.0,5.0,2.0,20,17948,27845
44.0,7.0,6.0,2.0,19,13249,17948
44.0,27.0,13.0,1.0,34,41844,41844
44.0,7.0,6.0,2.0,19,46802,13249
44.0,7.0,6.0,2.0,19,17948,13249
44.0,7.0,6.0,2.0,19,27845,17948
42.0,27.0,15.0,1.0,32,32691,32691
42.0,13.0,7.0,1.0,29,24852,23909
42.0,7.0,1.0,1.0,30,46842,24852
42.0,7.0,6.0,2.0,21,35951,17948
42.0,7.0,6.0,2.5,10,22035,22035
42.0,22.0,13.0,1.0,25,35108,35108
42.0,7.0,6.0,2.0,18,27845 49235,35951
41.0,13.0,6.5,1.0,26,29447,29447
41.0,7.0,5.0,2.0,18,35951,27845 49235
41.0,27.0,15.0,1.0,27,33000,33000
41.0,7.0,5.0,1.5,20,49235,46802
41.0,7.0,5.5,2.0,20,17948,35951
40.0,7.0,6.0,2.0,18,27845 49235,46802
40.0,7.0,6.0,1.0,19,35951,46802
40.0,7.0,5.5,1.0,20,46802,49235
40.0,7.0,5.0,2.0,19,46802,35951
40.0,7.0,5.0,2.0,18,17948,49235
39.0,7.0,6.0,2.0,14,27845,18362
39.0,31.0,16.0,1.0,24,5077,23909
39.0,7.0,4.0,2.0,19,49235,17948
39.0,7.0,6.0,1.5,20,17948,46802
38.0,31.0,15.0,1.0,26,23909,5077
38.0,13.0,7.0,1.0,24,46842,10673
38.0,7.0,6.0,1.0,19,46802,27845 49235
38.0,27.0,14.0,1.0,23,10957,10957
38.0,7.0,6.0,1.0,21,46802,17948
38.0,7.0,6.0,2.0,19,27845 49235,17948
38.0,7.0,6.0,2.0,18,17948,27845 49235
38.0,7.0,6.0,2.0,15,18362,27845
37.0,7.0,6.0,2.0,15,18362,13249
37.0,13.0,6.0,1.0,25,44799,44799
37.0,27.0,14.0,1.0,24,21903,21903
37.0,7.0,6.0,3.0,12,13249,18362
37.0,27.0,13.0,1.0,27,20955,20955
37.0,27.0,11.0,1.0,29,5077,24852
36.0,27.0,11.5,1.0,28,23734,23734
36.0,7.0,6.0,2.0,15,18362,46802
35.0,7.0,6.0,2.0,17,18362,17948
35.0,7.0,4.5,1.0,19,8021,8021
35.0,17.0,11.5,1.0,20,37158,37158
34.0,13.0,6.0,1.0,23,38689,38689
34.0,7.0,6.0,2.0,14,35951,18362
34.0,7.0,6.0,2.0,14,46802,18362
34.0,31.0,21.0,1.0,16,25146,25146
34.0,7.0,5.5,2.0,15,49235,18362
34.0,7.0,6.0,2.0,16,18362,35951
33.0,7.0,5.0,1.0,23,10673,46842
33.0,22.0,11.0,1.0,19,23909,24852 23909
33.0,17.0,12.0,1.0,19,16185,16185
33.0,17.0,7.0,1.0,19,24852 23909,24852
33.0,17.0,8.5,1.5,18,24852 23909,23909
33.0,7.0,6.0,2.0,15,17948,18362
32.0,7.0,5.0,1.0,20,24489,27845
32.0,13.0,6.0,1.0,24,18523,18523
32.0,13.0,7.0,1.0,22,24852,24852 23909
32.0,7.0,4.0,1.0,22,24852,46842
32.0,17.0,14.0,1.0,11,33754,33754
32.0,7.0,6.0,2.0,14,27845 49235,18362
32.0,17.0,12.0,1.0,23,27796,27796
32.0,7.0,5.5,2.0,14,18362,49235
31.0,7.0,5.5,1.0,17,13249,24489
31.0,7.0,5.0,1.0,19,24489,13249
31.0,13.0,6.0,1.0,18,19677,19677
31.0,37.0,14.0,1.0,24,27966,27966
31.0,17.0,11.5,1.0,19,24838,24838
31.0,17.0,7.0,1.0,20,3298,3298
31.0,7.0,6.0,2.0,15,18362,27845 49235
31.0,7.0,5.5,1.0,20,17948,24489
31.0,7.0,5.5,1.0,17,27845,24489
30.0,7.0,5.0,1.0,21,24489,49235
30.0,13.0,7.0,1.0,23,47209,47209
30.0,48.0,19.5,1.0,21,16965,16965
30.0,17.0,10.0,1.0,17,24852 23909,24852 23909
30.0,22.0,7.0,1.0,16,49235,35108
30.0,17.0,8.0,1.0,22,42828,42828
29.0,37.0,21.0,1.0,22,21137,21137
29.0,7.0,5.0,1.0,20,24489,46802
29.0,7.0,5.0,1.0,20,24489,35951
29.0,7.0,6.0,1.0,20,24489,17948
29.0,22.0,11.0,1.0,23,24852,5077
29.0,22.0,14.0,1.0,20,42736,42736
29.0,7.0,5.0,1.0,18,35951,24489
29.0,17.0,9.5,1.0,17,2078,2078
29.0,27.0,17.0,1.0,20,42356,42356
29.0,22.0,7.0,1.0,18,35108,49235
29.0,31.0,21.0,1.0,19,30233,30233
29.0,7.0,6.0,1.0,18,27845 49235,24489
29.0,7.0,5.0,1.0,18,49235,24489
28.0,7.0,3.0,1.0,13,32403,32403
28.0,7.0,5.0,1.0,19,24489,27845 49235
28.0,22.0,11.0,1.0,17,651,651
28.0,31.0,27.0,2.0,13,49683,49683
28.0,27.0,12.0,1.0,21,7781,7781
28.0,22.0,13.0,1.0,20,47141,47141
28.0,7.0,6.0,1.0,19,46802,24489
28.0,17.0,4.5,1.0,19,33198,33198
28.0,17.0,8.0,1.0,22,28199,28199
28.0,13.0,7.0,1.0,19,47766,47766
28.0,22.0,11.0,1.0,23,13176,5077
27.0,17.0,9.0,1.0,19,10673,23909
27.0,17.0,10.0,1.0,18,23909,10673
27.0,17.0,8.5,1.0,17,196,196
27.0,7.0,5.5,1.0,17,35221,35221
26.0,27.0,21.0,1.0,20,5782,5782
25.0,37.0,14.5,1.0,19,16953,5077
25.0,7.0,4.5,2.0,11,8021,49235
25.0,7.0,3.5,1.0,12,8021,27845
25.0,13.0,6.5,1.0,14,1463,1463
25.0,13.0,6.0,1.0,15,28427,28427
25.0,22.0,14.0,1.0,19,9076,9076
25.0,17.0,10.0,1.0,19,5077,13176
24.0,7.0,5.0,1.0,11,8021,27845 49235
24.0,22.0,13.5,1.0,18,21019,21019
24.0,7.0,4.0,1.0,20,27323,27323
24.0,7.0,3.0,1.0,15,35951,8021
24.0,17.0,7.0,1.0,15,35108,27845
24.0,27.0,8.0,1.0,21,5077,41844
24.0,13.0,8.5,1.0,19,5077,24852 5077
24.0,7.0,4.0,1.0,14,27845,8021
23.0,7.0,5.0,1.0,15,24489,18362
23.0,7.0,4.5,1.5,10,8021,46802
23.0,7.0,4.0,1.0,11,8021,35951
23.0,7.0,5.0,1.5,10,8021,13249
23.0,17.0,10.0,1.0,17,1940,1940
23.0,31.0,9.0,1.0,17,13176,49235
23.0,7.0,3.0,1.0,14,49235,8021
23.0,17.0,7.0,1.0,12,27845,35108
22.0,13.0,8.0,1.0,16,44987,44987
22.0,7.0,4.0,1.0,12,13249,8021
22.0,7.0,5.0,1.0,20,10673,5077
22.0,17.0,10.0,1.0,15,28204,28204
22.0,22.0,8.0,1.0,17,21333,24852
22.0,22.0,13.0,1.0,16,39581,39581
22.0,37.0,12.0,1.0,16,5077,16953
22.0,7.0,3.0,1.0,12,27845 49235,8021
22.0,17.0,8.0,1.0,16,49235,24852
21.0,13.0,6.5,2.0,11,18362,24489
21.0,22.0,11.5,1.0,15,24852 5077,5077
21.0,7.0,5.0,1.0,10,8021,18362
21.0,22.0,7.0,1.0,17,16797,24852
21.0,7.0,4.0,1.0,13,46802,8021
21.0,22.0,7.0,1.0,11,35108,35951
21.0,13.0,7.0,1.0,13,23288,23288
21.0,17.0,10.0,1.0,13,329,329
20.0,13.0,7.0,1.0,15,13249,35108
20.0,13.0,7.5,1.0,14,41131,41131
20.0,17.0,13.0,1.0,16,24852,21333
20.0,27.0,19.0,1.0,18,19488,19488
20.0,37.0,12.0,1.0,17,31343,31343
20.0,13.0,6.5,1.0,14,46802,35108
20.0,22.0,9.0,1.0,13,28465,28465
20.0,13.0,6.0,1.0,11,9387,9387
20.0,13.0,7.0,1.0,14,35108,46802
20.0,37.0,20.0,1.0,15,40332,40332
20.0,17.0,11.5,1.0,15,27344,27344
19.0,7.0,3.0,1.0,13,18362,8021
19.0,22.0,11.0,1.0,13,24852 5077,24852
19.0,22.0,16.5,1.0,15,10673,47141
19.0,13.0,7.0,1.0,15,24852,49235
19.0,17.0,10.0,1.0,13,24852,32478
19.0,22.0,11.0,1.0,14,24852,24852 5077
19.0,13.0,7.0,1.0,13,24852,3298
19.0,7.0,4.0,1.0,11,8021,17948
19.0,13.0,7.0,1.0,11,5785,36011
19.0,27.0,9.0,1.0,17,41844,5077
19.0,17.0,7.0,1.0,12,35951,35108
19.0,22.0,7.0,1.0,8,35108,17948
19.0,22.0,7.0,1.5,8,35108,13249
19.0,13.0,7.0,1.0,14,27845 49235,35108
19.0,7.0,3.0,1.0,14,17948,8021
18.0,27.0,9.0,1.0,14,42450,13176
18.0,13.0,6.0,1.0,12,24489,8021
18.0,7.0,1.0,1.0,15,24852,9387
18.0,13.0,6.0,1.5,10,8021,24489
18.0,17.0,15.0,1.0,16,31683,31683
18.0,22.0,7.0,2.0,10,3298,24852
18.0,7.0,4.0,1.0,13,1463,36011
18.0,13.0,7.0,1.0,11,35914,35914
18.0,7.0,4.0,1.0,12,9387,24852
18.0,27.0,17.0,1.0,12,47141,10673
18.0,17.0,9.0,1.0,14,5077,10673
18.0,13.0,6.0,1.0,11,36011,5785
18.0,27.0,21.0,1.0,12,4799,4799
18.0,48.0,9.5,1.0,18,13176,24852
18.0,13.0,7.0,1.0,14,17948,35108
17.0,13.0,7.0,1.0,11,24489,35108
17.0,22.0,10.0,1.0,11,32478,24852
17.0,7.0,2.5,1.0,13,2120,2120
17.0,68.0,27.0,1.0,17,41844,24852
17.0,37.0,20.0,1.0,13,20995,20995
17.0,13.0,7.0,1.5,10,5785,1463
17.0,7.0,4.0,1.0,12,1463,5785
17.0,17.0,8.0,1.0,11,30450,30450
17.0,17.0,7.5,1.0,11,432,432
17.0,22.0,14.0,1.0,12,31981,46842
17.0,27.0,11.0,1.0,15,5077,27796
17.0,7.0,6.0,1.0,11,39877,39877
16.0,27.0,21.0,1.0,11,42701,42701
16.0,13.0,7.0,1.0,12,44987,13176
16.0,22.0,12.5,1.0,7,651,27086
16.0,27.0,10.0,1.0,12,10673,28199
16.0,97.0,30.5,1.0,15,10673,16953
16.0,13.0,3.0,1.0,13,24852,18523
16.0,13.0,6.0,1.0,13,24852,16797
16.0,17.0,12.0,1.0,12,40174,40174
16.0,27.0,16.0,1.0,11,44142,44142
16.0,22.0,14.0,1.0,7,27086,651
16.0,31.0,26.0,1.0,12,31506,31506
16.0,17.0,6.5,1.0,11,30450,46802
16.0,31.0,13.0,1.0,12,20955,10673
16.0,31.0,17.0,1.0,12,42356,24852
16.0,13.0,6.0,1.0,12,46802,30450
16.0,22.0,7.0,1.0,9,35108,27845 49235
16.0,2.0,1.0,1.0,14,46676,46676
16.0,37.0,9.0,1.0,12,16797,5077
16.0,22.0,11.5,1.0,11,5077,25146
16.0,13.0,6.0,1.0,10,36011,1463
16.0,13.0,7.0,1.0,13,49235,24852 49235
16.0,27.0,12.0,1.0,11,13176,42450
16.0,22.0,12.5,1.0,13,13176,13176 5077
16.0,13.0,6.0,1.0,13,13176,10673
16.0,7.0,4.0,1.0,11,39475,39475
16.0,13.0,6.0,1.0,13,18362,35108
15.0,13.0,6.0,1.0,12,17948,30450
15.0,22.0,11.0,1.5,10,24852 5077,24852 5077
15.0,13.0,6.0,1.0,11,13249,30450
15.0,13.0,7.0,1.0,11,13249,24852
15.0,37.0,30.0,1.0,11,7948,7948
15.0,13.0,4.0,1.0,10,18523,24852
15.0,13.0,7.0,1.0,10,24852,34050
15.0,13.0,7.0,1.0,11,24852,27845
15.0,17.0,13.0,1.0,12,6187,6187
15.0,13.0,6.0,1.0,11,35951,30450
15.0,22.0,11.0,1.0,11,25890,25890
15.0,13.0,7.0,1.0,11,35108,18362
15.0,22.0,13.0,1.0,11,22963,22963
15.0,31.0,15.0,1.0,10,13176 5077,13176
15.0,13.0,9.0,1.0,10,5077,44987
15.0,27.0,13.0,1.0,13,5077,13176 5077
15.0,22.0,12.5,1.0,8,329,27086
15.0,13.0,2.0,1.0,14,28199,24852
15.0,13.0,6.0,1.0,11,27845 49235,30450
15.0,17.0,7.0,1.0,12,47766,24852
15.0,13.0,6.0,1.0,11,49235,30450
15.0,17.0,9.0,1.0,10,13176,44987
15.0,22.0,9.5,1.0,13,49235,13176
15.0,37.0,15.0,1.0,10,13176,33000
15.0,61.0,16.0,1.0,13,13176,27966
15.0,13.0,6.0,1.0,11,27845,30450
15.0,13.0,7.0,1.0,11,27845,24852
15.0,31.0,11.0,1.0,13,27845,13176
15.0,13.0,7.0,1.0,11,18362,30450
14.0,27.0,6.5,1.0,9,41131,23909
14.0,27.0,8.0,1.0,12,47209,24852
14.0,31.0,10.0,1.0,10,10673,20955
14.0,22.0,4.0,1.0,9,18523,10673
14.0,17.0,5.0,1.0,9,10673,18523
14.0,31.0,24.0,1.0,7,49683,24852
14.0,17.0,8.0,1.0,9,24852,24852 49235
14.0,37.0,13.0,2.0,9,24852,42450
14.0,22.0,9.0,1.0,12,24852,28204
14.0,22.0,12.0,1.0,12,24852,28199
14.0,52.0,22.5,1.0,11,24852,5782
14.0,31.0,15.0,1.0,11,23909,46842
14.0,17.0,6.5,1.0,9,8021,35108
14.0,13.0,6.5,1.0,12,6187,24852
14.0,13.0,7.0,1.0,10,23909,3298
14.0,22.0,3.5,1.0,12,28204,24852
14.0,17.0,12.0,1.0,11,46842,31981
14.0,31.0,10.0,1.0,11,46842,23909
14.0,22.0,17.0,2.0,9,46088,46088
14.0,22.0,13.5,1.0,7,27086,329
14.0,17.0,12.5,1.0,10,41290,41290
14.0,17.0,9.5,1.0,12,21333,13176
14.0,17.0,6.5,1.0,9,30450,27845 49235
14.0,42.0,17.0,1.0,10,33000,13176
14.0,17.0,13.0,1.0,9,33000,2078
14.0,17.0,6.0,1.0,9,30450,49235
14.0,17.0,6.0,1.0,9,30450,35951
14.0,27.0,17.5,1.0,10,18531,18531
14.0,17.0,6.5,1.0,9,30450,27845
14.0,22.0,7.0,1.0,7,30450,17948
14.0,17.0,6.5,1.0,9,30450,13249
14.0,31.0,18.0,1.0,11,42356,10673
14.0,27.0,7.0,1.0,8,35108,24489
14.0,27.0,14.5,1.0,11,13176 5077,5077
14.0,17.0,13.0,1.0,12,5077,46842
14.0,22.0,12.5,1.0,7,329,651
14.0,13.0,4.0,1.0,8,24852 9387,24852
14.0,13.0,6.5,1.5,8,34050,24852
14.0,22.0,7.5,1.0,12,13176,27845
13.0,27.0,9.5,1.5,8,196,23909
13.0,17.0,11.0,1.0,11,5077,21333
13.0,22.0,12.5,1.0,9,47977,23909
13.0,42.0,13.5,1.0,9,42450,24852
13.0,7.0,4.0,1.0,11,10749,10749
13.0,22.0,14.0,1.0,6,651,329
13.0,91.5,23.5,1.0,12,16953,23909
13.0,91.5,17.0,1.0,13,10673,27796
13.0,87.0,23.5,1.0,12,33129,33129
13.0,7.0,1.5,1.0,11,24852,24852 9387
13.0,13.0,7.0,1.0,10,24852,17948
13.0,13.0,7.0,1.0,9,24852,13249
13.0,27.0,15.0,1.0,9,33731,33731
13.0,37.0,27.0,1.0,12,24852,4210
13.0,31.0,18.5,1.0,13,23909,28199
13.0,31.0,10.0,1.0,9,196,24852
13.0,17.0,7.0,1.0,8,3298,23909
13.0,13.0,3.0,2.0,7,46842,9387
13.0,37.0,15.0,1.0,12,46842,5077
13.0,7.0,6.0,1.0,7,40310,39877
13.0,22.0,14.0,1.0,10,40310,10673
13.0,17.0,13.0,1.0,7,2078,33000
13.0,17.0,7.0,1.0,8,30450,18362
13.0,13.0,7.0,1.0,8,24852 23909,3298
13.0,27.0,13.0,1.0,10,19660,19660
13.0,31.0,13.0,1.0,9,19057,19057
13.0,31.0,14.0,1.0,9,5077,24852 23909
13.0,27.0,24.0,1.0,10,34969,34969
13.0,22.0,8.0,1.0,11,5077,42450
13.0,27.0,7.0,1.0,11,5077,16797
13.0,37.0,11.0,1.0,9,5077,3298
13.0,13.0,8.0,1.0,10,4210,5077
13.0,13.0,7.0,1.0,9,24852 16797,24852
13.0,22.0,16.0,1.0,9,4799,27086
13.0,22.0,14.5,1.0,9,13176,46842
13.0,27.0,13.5,1.0,12,13176,41844
13.0,13.0,7.0,2.0,7,34050,34050
13.0,22.0,9.5,1.0,10,13176,21333
13.0,68.0,14.0,1.0,11,13176,19057
13.0,22.0,13.0,1.0,8,33120,33120
13.0,7.0,6.0,1.0,9,39877,40310
13.0,13.0,7.0,1.0,10,17948,24852
12.0,31.0,14.0,1.5,8,24852 5077,23909
12.0,7.0,4.0,1.0,10,24852 49235,49235
12.0,22.0,9.0,1.0,10,42450,5077
12.0,17.0,11.0,1.0,10,44987,5077
12.0,13.0,7.5,1.0,9,24852 49235,24852
12.0,13.0,8.0,1.0,7,49520,49520
12.0,13.0,7.0,1.0,9,24489,30450
12.0,27.0,7.5,1.0,8,10673,41131
12.0,13.0,4.5,1.0,10,10673,13176
12.0,31.0,28.5,1.0,8,24852,49683
12.0,7.0,1.0,1.0,7,24852,45066
12.0,27.0,9.0,1.0,10,24852,42356
12.0,7.0,1.0,2.0,7,24852,39475
12.0,13.0,7.0,1.0,9,24852,24489
12.0,27.0,13.5,1.0,9,24852,196
12.0,31.0,5.5,1.0,8,23909,41131
12.0,22.0,8.0,1.5,6,8021,30450
12.0,31.0,13.0,1.0,9,23909,24852 5077
12.0,27.0,6.0,1.0,12,4605,4605
12.0,22.0,7.5,1.0,7,3298,24852 23909
12.0,22.0,13.0,1.0,10,23909,20955
12.0,22.0,8.0,1.0,7,23909,196
12.0,13.0,6.0,1.0,9,5785,5077
12.0,27.0,5.0,1.0,10,28204,1940
12.0,17.0,4.5,1.0,6,46842,18523
12.0,27.0,21.0,1.0,7,27086,4799
12.0,27.0,20.0,1.0,11,40310,46842
12.0,22.0,6.5,1.0,5,30450,24489
12.0,13.0,6.0,1.0,9,16797,24852 16797
12.0,52.0,11.0,1.0,10,5782,24852
12.0,22.0,7.0,1.0,7,35108,8021
12.0,27.0,15.0,1.0,10,13176 5077,13176 5077
12.0,42.0,13.0,1.0,11,5077,40332
12.0,27.0,5.5,1.0,7,36011,33120
12.0,37.0,11.0,1.0,10,28199,10673
12.0,7.0,1.0,1.0,7,45066,24852
12.0,7.0,5.0,1.0,6,2966,2966
12.0,27.0,8.5,1.0,10,13176,13176 49235
