support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
305.0,7.0,4.0,1.0,193,44632,44632
251.0,13.0,7.0,1.0,134,196,196
198.0,7.0,4.0,1.0,132,30489,30489
162.0,7.0,4.5,1.0,91,14947,14947
155.0,7.0,4.0,1.0,104,21709,21709
151.0,7.0,3.0,1.0,91,13176,13176
150.0,7.0,5.0,1.0,97,33198,33198
144.0,7.0,5.0,1.0,97,24852,24852
141.0,13.0,7.0,1.0,86,35561,35561
124.0,7.0,5.0,1.0,84,35221,35221
121.0,13.0,7.0,1.0,73,27344,27344
115.0,13.0,7.0,1.0,58,44632,21709
112.0,7.0,5.0,1.0,64,27086,27086
111.0,13.0,6.0,1.0,55,21709,44632
108.0,7.0,3.0,1.0,56,30776,30776
108.0,13.0,8.0,1.0,70,19660,19660
105.0,21.5,14.0,1.0,57,11759,11759
104.0,21.5,14.0,1.0,61,21573,21573
100.0,7.0,3.5,1.0,63,26620,26620
99.0,7.0,4.0,1.0,56,40396,40396
98.0,7.0,5.0,1.0,63,47209,47209
97.0,13.0,7.0,1.0,52,40310,40310
97.0,13.0,7.0,1.0,45,44632 21709,44632
96.0,7.0,4.0,1.0,68,44632,44632 21709
90.0,13.0,7.0,1.0,39,44632 21709,21709
88.0,7.0,4.0,1.0,53,21019,21019
87.0,7.0,4.0,1.0,59,21709,44632 21709
85.0,13.0,7.0,1.0,35,44632 21709,44632 21709
82.0,7.0,4.0,1.0,53,45603,45603
79.0,13.0,7.0,1.0,45,44632,35221
79.0,13.0,6.0,1.0,45,35221,44632
77.0,17.0,11.0,1.0,48,46149,46149
77.0,7.0,5.0,1.0,50,3957,3957
71.0,13.0,7.0,1.0,42,37710,37710
71.0,13.0,7.0,1.0,41,35221,21709
70.0,17.0,9.0,1.0,43,33129,33129
69.0,7.0,4.0,1.0,40,24838,24838
68.0,7.0,5.0,1.0,37,5876,5876
66.0,13.0,7.0,1.0,37,21709,35221
65.0,7.0,5.0,1.0,45,44632 35221,44632
65.0,17.0,7.0,1.0,38,41131,41131
65.0,7.0,3.0,1.0,43,44632,26620
64.0,7.0,5.0,1.0,34,49520,49520
64.0,7.0,4.0,2.0,24,27966,27966
64.0,7.0,4.0,1.0,42,26620,44632
64.0,7.0,4.0,1.0,41,14947,44632
63.0,7.0,5.0,1.0,45,44632 35221,35221
63.0,7.0,3.0,1.0,37,21386,21386
62.0,7.0,3.0,1.0,40,46088,46088
62.0,7.0,5.0,2.0,27,1194,1194
61.0,13.0,7.0,1.0,32,44632,44632 35221
61.0,7.0,3.0,1.0,36,44632,14947
61.0,13.0,6.0,1.0,34,35221,44632 35221
59.0,13.0,7.0,1.5,24,14947,21709
57.0,7.0,4.0,1.0,36,21709,14947
57.0,7.0,5.0,1.0,40,44632 35221,44632 35221
56.0,17.0,7.0,1.0,37,44632,30489
54.0,21.5,14.0,1.0,36,21573,11759
