support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
5831.0,12.0,7.0,1.0,3360,24852,24852
5157.0,10.0,6.0,1.0,2937,13176,13176
3163.0,14.0,7.0,1.0,1906,21903,21903
2485.0,10.0,6.0,1.0,1351,19660,19660
2167.0,12.0,6.0,1.0,1374,21137,21137
2116.0,13.0,7.0,1.0,1289,47209,47209
1721.0,12.0,7.0,1.0,1061,16797,16797
1692.0,14.0,7.0,1.0,1006,47766,47766
1527.0,14.0,7.0,1.0,898,44632,44632
1455.0,16.0,9.0,1.0,956,47626,47626
1370.0,11.0,6.0,1.0,825,27966,27966
1284.0,12.0,7.0,1.0,785,9076,9076
1233.0,17.0,8.0,1.0,814,26209,26209
1159.0,16.0,8.0,1.0,747,49683,49683
1135.0,9.0,5.0,1.0,661,43352,43352
1105.0,9.0,5.0,1.0,609,3957,3957
1069.0,11.0,6.0,1.0,703,39275,39275
1027.0,12.0,7.0,1.0,618,35221,35221
978.0,21.0,8.0,1.0,676,21903,13176
957.0,19.0,8.0,1.0,660,13176,21903
942.0,13.0,7.0,1.0,598,5876,5876
936.0,19.0,7.0,1.0,618,47209,13176
930.0,14.0,7.0,1.0,602,22935,22935
896.0,14.0,7.0,1.0,563,30391,30391
878.0,13.0,7.0,1.0,542,28985,28985
876.0,17.0,7.0,1.0,583,13176,47209
869.0,13.0,6.0,1.0,494,33198,33198
848.0,14.0,7.0,1.0,539,45007,45007
837.0,19.0,8.0,1.0,578,24852,21903
836.0,14.0,7.0,1.0,514,4920,4920
822.0,8.0,5.0,1.0,474,30776,30776
819.0,13.0,7.0,1.0,507,28204,28204
807.0,20.0,7.0,1.0,536,24964,24964
805.0,18.0,7.0,1.0,583,21137,13176
792.0,9.0,6.0,1.0,440,26165,26165
786.0,20.0,8.0,1.0,536,21903,24852
786.0,15.0,7.0,1.0,494,46802,46802
765.0,12.0,6.0,1.0,489,26604,26604
738.0,11.0,6.0,1.0,431,5479,5479
726.0,13.0,6.0,1.0,446,20995,20995
725.0,14.0,7.0,1.0,430,45066,45066
721.0,19.0,7.0,1.0,517,13176,21137
707.0,14.0,7.0,1.0,499,24852,16797
697.0,11.0,5.0,1.0,458,27966,13176
694.0,14.0,6.5,1.0,491,16797,24852
687.0,13.0,7.0,1.0,420,24489,24489
684.0,13.0,7.0,1.0,408,19057,19057
679.0,13.0,7.0,1.0,411,12341,12341
671.0,13.0,6.0,1.0,442,13176,27966
657.0,14.0,7.0,1.0,430,13176,13176 47209
656.0,15.0,7.0,1.0,416,13176 47209,13176
652.0,23.0,9.0,1.0,453,47209,21903
650.0,10.0,6.0,1.0,403,44359,44359
642.0,16.0,8.0,1.0,434,13176,13176 21903
641.0,11.0,7.0,1.0,416,8277,8277
640.0,12.0,7.0,1.0,393,17948,17948
636.0,19.0,8.0,1.0,473,21137,24852
632.0,17.0,8.0,1.0,423,13176 21903,13176
630.0,15.0,7.0,1.0,405,47209,13176 47209
623.0,19.0,8.0,1.0,454,47766,24852
621.0,17.0,8.0,1.0,416,21903,13176 21903
619.0,25.0,9.0,1.0,441,21903,47209
618.0,14.0,7.0,1.0,353,14947,14947
613.0,12.0,6.0,1.0,357,21709,21709
612.0,15.0,8.0,1.0,394,21616,21616
610.0,17.0,8.0,1.0,406,40706,40706
606.0,20.0,11.0,1.0,405,42265,42265
605.0,23.0,9.0,1.0,436,49683,24852
603.0,20.0,8.0,1.0,433,24852,47766
602.0,29.0,9.0,1.0,458,24852,47626
597.0,21.0,8.0,1.0,435,24852,21137
597.0,15.0,8.0,1.0,403,13176 21903,21903
596.0,24.0,9.0,1.0,431,24852,49683
594.0,14.0,7.0,1.0,383,13176 47209,47209
586.0,9.0,4.0,1.0,339,23288,23288
575.0,11.0,6.0,1.0,320,14233,14233
562.0,29.0,10.0,1.0,425,21137,21903
561.0,17.0,7.0,1.0,403,24852,9076
560.0,18.0,7.0,1.0,401,9076,24852
560.0,12.0,6.0,1.0,365,46979,46979
555.0,22.0,9.0,1.0,404,47766,21903
551.0,11.0,6.0,1.0,328,45603,45603
550.0,14.0,7.0,1.0,340,34969,34969
546.0,12.0,7.0,1.0,342,39877,39877
543.0,16.0,8.0,1.0,365,24852,24852 21903
542.0,14.0,7.0,1.0,344,37646,37646
540.0,17.0,8.0,1.0,360,24852 21903,24852
540.0,26.0,9.0,1.0,419,47626,24852
531.0,20.0,8.0,1.0,378,21903,47766
527.0,14.0,7.0,1.0,325,13176 47209,13176 47209
526.0,18.0,9.0,1.0,352,8518,8518
524.0,16.0,7.0,1.0,349,17794,17794
521.0,14.0,7.0,1.0,341,31717,31717
518.0,10.0,6.0,1.0,283,43154,43154
515.0,16.0,8.0,1.0,339,24852 21903,21903
512.0,12.0,6.0,1.0,345,24852,24852 16797
509.0,12.0,6.0,1.0,348,24852 16797,24852
506.0,28.0,9.0,1.0,383,21903,21137
504.0,12.0,7.0,1.0,321,5450,5450
504.0,12.0,6.0,1.0,322,13176,13176 27966
501.0,14.0,7.0,1.0,304,37687,37687
501.0,19.0,10.0,1.0,331,46667,46667
501.0,14.0,8.0,1.0,314,30489,30489
500.0,11.0,6.0,1.0,318,13176 27966,13176
497.0,15.0,7.0,1.0,343,4605,4605
497.0,14.0,7.0,1.0,344,13176 21137,13176
496.0,14.0,7.0,1.0,329,13176,19660
493.0,15.0,8.0,1.0,318,13176 21903,13176 21903
490.0,18.0,9.0,1.0,298,196,196
488.0,13.0,7.0,1.0,319,29487,29487
487.0,17.0,9.0,1.0,323,21903,24852 21903
486.0,15.0,7.0,1.0,343,24852,28204
486.0,12.0,7.0,1.0,285,8859,8859
486.0,14.0,6.0,1.0,323,19660,13176
485.0,15.0,7.0,1.0,332,13176,13176 21137
483.0,18.0,8.0,1.0,330,21938,21938
482.0,24.0,10.0,1.0,372,26209,47626
475.0,28.0,9.0,1.0,357,21137,47209
470.0,19.0,7.0,1.0,331,5876,13176
470.0,10.0,5.0,1.0,298,27966,13176 27966
465.0,29.0,11.0,1.0,352,21903,47626
465.0,32.0,13.0,1.0,361,26209,24852
465.0,17.0,7.0,1.0,327,28204,24852
460.0,13.0,7.0,1.0,292,10749,10749
459.0,16.0,8.0,1.0,305,27104,27104
458.0,15.0,7.0,1.0,276,5258,5258
455.0,32.0,13.0,1.0,350,24852,26209
454.0,9.0,5.0,1.0,260,25466,25466
453.0,16.0,7.0,1.0,314,13176,5876
450.0,20.0,7.0,1.0,347,39275,13176
448.0,11.0,6.0,1.0,276,13176 27966,27966
448.0,15.0,7.0,1.0,295,25890,25890
448.0,14.0,7.0,1.0,305,41950,41950
445.0,9.0,6.0,1.0,270,21288,21288
445.0,15.0,7.0,1.0,294,21137,13176 21137
444.0,16.0,7.0,1.0,313,30391,13176
444.0,24.0,10.0,1.0,332,47626,21903
443.0,14.0,7.0,1.0,274,26620,26620
441.0,11.0,6.0,1.0,291,24852 16797,16797
440.0,12.0,6.0,1.0,285,16797,24852 16797
439.0,21.0,8.0,1.0,331,24852,47209
438.0,18.0,7.0,1.0,299,21903,19660
438.0,26.0,10.0,1.0,331,47209,21137
438.0,18.0,7.0,1.0,295,19660,21903
438.0,23.0,10.0,1.0,332,47626,26209
437.0,14.0,7.0,1.0,296,48679,48679
437.0,15.0,8.0,1.0,285,35951,35951
434.0,14.0,7.0,1.0,312,47766,13176
433.0,13.0,7.0,1.0,265,42450,42450
433.0,18.0,7.0,1.0,333,13176,39275
426.0,26.0,8.0,1.0,305,22935,13176
425.0,12.0,7.0,1.0,258,27521,27521
424.0,21.0,8.0,1.0,309,26209,13176
424.0,18.0,7.0,1.0,299,13176,30391
423.0,14.0,7.0,1.0,287,13176 21137,21137
421.0,25.0,9.0,1.0,322,47766,47626
416.0,25.0,9.0,1.0,314,47209,24852
416.0,19.0,11.0,1.0,273,8021,8021
416.0,13.0,7.0,1.0,268,39928,39928
415.0,27.0,9.0,1.0,299,5876,47209
415.0,15.0,8.0,1.0,288,24852 47766,24852
415.0,15.0,8.0,1.0,264,24852 21903,24852 21903
413.0,17.0,8.0,1.0,288,24852,24852 47766
409.0,14.0,7.0,1.0,253,8424,8424
408.0,27.0,9.0,1.0,293,47209,5876
406.0,21.0,9.0,1.0,282,24852 49683,24852
403.0,11.0,6.0,1.0,238,13176 27966,13176 27966
403.0,14.0,7.0,1.0,284,24852,24852 9076
401.0,21.0,8.0,1.0,287,47209,27966
401.0,20.0,8.0,1.0,273,24184,24184
401.0,23.0,8.0,1.0,296,13176,22935
399.0,11.0,5.0,1.0,254,41220,41220
399.0,17.0,7.0,1.0,309,21137,39275
399.0,9.0,5.0,1.0,250,8174,8174
399.0,15.0,7.0,1.0,279,24852 9076,24852
398.0,13.0,6.5,1.0,256,46906,46906
397.0,14.0,7.0,1.0,283,13176,47766
396.0,18.0,8.0,1.0,292,28985,21903
392.0,17.0,8.0,1.0,255,34126,34126
392.0,18.0,7.0,1.0,282,13176,26209
391.0,17.0,7.0,1.0,304,39275,21137
390.0,21.0,8.0,1.0,269,24852,24852 49683
389.0,30.0,9.0,1.0,296,24964,13176
389.0,14.0,7.0,1.0,286,9076,16797
388.0,32.0,13.0,1.0,301,26209,21903
386.0,15.0,8.0,1.0,274,24852 21137,24852
385.0,12.0,6.0,1.0,243,16965,16965
385.0,10.0,6.0,1.0,245,24852 16797,24852 16797
382.0,30.0,11.0,1.0,298,21903,26209
382.0,15.0,7.0,1.0,273,28985,24852
382.0,13.0,7.0,1.0,228,24838,24838
381.0,21.0,9.0,1.0,277,44632,24852
378.0,13.0,6.0,1.0,276,44359,13176
378.0,13.0,7.0,1.0,233,21386,21386
378.0,11.0,6.5,1.0,219,8571,8571
378.0,22.0,8.0,1.0,283,13176,47626
377.0,29.0,9.0,1.0,290,21903,24964
376.0,22.0,9.0,1.0,286,47626,13176
376.0,26.0,10.0,1.0,277,21903,45007
376.0,17.0,8.0,1.0,258,21903 47209,21903
376.0,36.0,14.0,1.0,288,24964,21903
374.0,21.0,8.0,1.0,282,21137,27966
374.0,22.0,9.0,1.0,269,24852,44632
374.0,14.0,7.0,1.0,237,41290,41290
373.0,17.0,9.0,1.0,262,43961,43961
371.0,15.0,8.0,1.0,252,24852 47766,47766
371.0,21.0,9.0,1.0,265,27966,47209
370.0,15.0,8.0,1.0,265,24852,24852 21137
369.0,17.0,8.0,1.0,258,21903 47209,47209
368.0,9.0,5.0,1.0,234,32689,32689
367.0,12.0,7.0,1.0,216,37158,37158
366.0,44.0,13.0,1.0,322,24852,13176
366.0,16.0,8.0,1.0,239,25146,25146
365.0,16.0,7.0,1.0,254,43352,16797
362.0,22.0,8.0,1.0,258,45007,13176
362.0,17.0,8.0,1.0,249,47766,24852 47766
362.0,27.0,9.0,1.0,272,47626,47766
361.0,18.0,8.0,1.0,246,47209,21903 47209
359.0,20.0,9.0,1.0,242,21903,21903 47209
359.0,11.0,7.0,1.0,230,6184,6184
357.0,23.0,9.0,1.0,274,24852,4920
356.0,23.0,10.0,1.0,255,21903,46802
356.0,14.0,7.0,1.0,237,24852,24852 28204
355.0,10.0,6.0,1.0,241,9076,43352
355.0,16.0,7.0,1.0,261,16797,9076
353.0,12.0,6.0,1.0,224,5212,5212
353.0,28.0,10.0,1.0,261,24852,24852 47626
353.0,23.0,9.0,1.0,263,45007,21903
351.0,12.0,5.0,1.0,254,13176,44359
351.0,14.0,7.0,1.0,228,13176 21137,13176 21137
349.0,15.0,8.0,1.0,226,2966,2966
348.0,25.0,8.0,1.0,235,19660,24852
348.0,21.0,7.0,1.0,249,13176,45007
347.0,16.0,7.0,1.0,247,24489,13176
347.0,19.0,8.0,1.0,251,24852,45066
347.0,22.0,8.0,1.0,235,24852,19660
346.0,15.0,7.0,1.0,236,28842,28842
346.0,11.0,7.0,1.0,240,8277,13176
345.0,34.0,13.0,1.0,261,47209,22935
345.0,13.0,6.0,1.0,218,13176 19660,19660
345.0,27.0,10.0,1.0,248,46802,21903
345.0,27.0,9.0,1.0,265,13176,24964
343.0,13.0,7.0,1.0,216,19660,13176 19660
342.0,19.0,8.0,1.0,245,47209,30391
340.0,10.0,6.0,1.0,231,43352,9076
340.0,9.0,4.0,1.0,201,1194,1194
339.0,27.0,11.0,1.0,259,21903,30391
339.0,30.0,12.0,1.0,259,49683,21903
338.0,24.0,9.0,1.0,248,46802,13176
338.0,33.0,13.0,1.0,259,47766,26209
336.0,17.0,7.0,1.0,256,21903,16797
336.0,14.0,7.0,1.0,221,24852 28204,24852
335.0,29.0,9.5,1.0,252,22935,47209
332.0,19.0,10.0,1.0,226,24852 49683,49683
331.0,15.0,8.0,1.0,226,21137,24852 21137
331.0,25.0,8.5,1.0,256,24852 47626,24852
331.0,16.0,8.0,1.0,240,45066,24852
330.0,13.0,7.0,1.0,206,13176,13176 19660
329.0,21.0,8.0,1.0,238,30391,47209
329.0,29.0,13.0,1.0,253,49683,47626
329.0,23.0,9.0,1.0,269,16797,13176
329.0,14.0,7.0,1.0,218,24852 9076,9076
329.0,29.0,9.0,1.0,265,13176,16797
328.0,43.0,14.0,1.0,282,21137,16797
328.0,20.0,10.0,1.0,222,49683,24852 49683
328.0,13.0,6.0,1.0,225,16797,43352
328.0,16.0,7.0,1.0,215,9387,9387
328.0,11.0,6.0,1.0,195,34050,34050
328.0,14.0,7.0,1.0,214,13176,13176 5876
326.0,22.0,8.0,1.0,245,27966,21137
325.0,13.0,7.0,1.0,203,13176 19660,13176
323.0,31.0,11.0,1.0,257,21903,39275
323.0,15.0,7.0,1.0,218,24852 21137,21137
323.0,20.0,7.0,1.0,219,35221,24852
322.0,24.0,9.0,1.0,250,4920,24852
322.0,13.0,7.0,1.0,228,13176,8277
321.0,32.0,10.5,1.0,242,26209,47766
320.0,14.0,7.0,1.0,213,9076,24852 9076
320.0,18.0,7.0,1.0,238,16797,21903
320.0,16.0,7.0,1.0,228,17948,13176
318.0,15.0,8.0,1.0,199,47144,47144
318.0,14.0,7.0,1.0,216,44632,35221
318.0,19.0,9.0,1.0,209,5077,5077
317.0,15.0,7.0,1.0,215,24852,35221
317.0,15.0,7.0,1.0,225,13176,24489
316.0,16.0,9.0,1.0,222,21903,21903 47766
314.0,26.0,8.0,1.0,235,21903,27966
314.0,27.0,10.0,1.0,233,30391,21903
314.0,14.0,7.0,1.0,211,35221,44632
314.0,15.0,7.0,1.0,209,33198,13176
313.0,37.0,14.0,1.0,259,21137,47626
313.0,16.0,7.0,1.0,212,19057,13176
312.0,30.0,10.0,1.0,247,47209,24964
311.0,22.0,8.0,1.0,233,27966,21903
310.0,32.0,14.0,1.0,244,21903,49683
309.0,12.0,7.0,1.0,208,13176 5876,13176
308.0,15.0,8.5,1.0,205,24852 47766,24852 47766
308.0,29.0,11.0,1.0,248,21137,26209
308.0,30.0,12.0,1.0,234,21903,5876
308.0,22.0,8.0,1.0,223,24852,34969
308.0,30.0,11.0,1.0,244,4605,24852
308.0,21.0,10.0,1.0,213,20114,20114
308.0,17.0,7.0,1.0,211,13176,19057
307.0,18.0,8.0,1.0,227,21903,28985
307.0,15.0,8.0,1.0,213,21903 47766,21903
306.0,14.0,7.0,1.0,169,8048,8048
306.0,21.0,7.5,1.0,238,24852,39275
306.0,20.0,7.0,1.0,239,39275,24852
305.0,41.0,13.5,1.0,250,21903,22935
305.0,30.0,11.0,1.0,236,24964,22935
305.0,13.0,6.0,1.0,233,9076,13176
305.0,43.0,14.0,1.0,260,16797,21137
304.0,16.0,7.0,1.0,199,13176,33198
304.0,17.0,7.0,1.0,207,3957,13176
303.0,21.0,8.0,1.0,227,24852,28985
303.0,20.0,8.0,1.0,217,13176,46802
302.0,15.0,7.0,1.0,222,21903,9076
302.0,19.0,7.0,1.0,229,24852,27966
301.0,35.0,11.0,1.0,242,24964,47209
301.0,13.0,7.0,1.0,201,24852 28204,28204
300.0,17.0,8.0,1.0,225,28985,13176
300.0,16.0,7.0,1.0,206,19660,47209
299.0,30.0,11.0,1.0,231,47209,26209
299.0,17.0,7.0,1.0,241,47766,21137
299.0,15.0,7.0,1.0,200,13176,13176 30391
298.0,22.0,8.0,1.0,215,34969,24852
298.0,33.0,12.0,1.0,243,39275,21903
297.0,11.0,6.0,1.0,175,27325,27325
297.0,17.0,8.0,1.0,197,9839,9839
297.0,45.0,13.0,1.0,264,13176,24852
296.0,16.0,8.0,1.0,218,9076,21903
296.0,17.0,8.0,1.0,205,47766,21903 47766
296.0,28.0,10.0,1.0,223,22935,24964
295.0,33.0,12.0,1.0,231,26209,47209
294.0,28.0,9.0,1.0,235,24852,4605
294.0,12.0,7.0,1.0,183,31683,31683
294.0,14.0,7.0,1.0,206,21903 47766,47766
293.0,17.0,7.0,1.0,213,21137,19660
293.0,29.0,12.0,1.0,232,47209,47626
293.0,14.0,7.0,1.0,187,28204,24852 28204
293.0,16.0,7.0,1.0,209,44142,44142
293.0,24.0,9.0,1.0,218,44632,21903
292.0,16.0,7.0,1.0,210,13176,43352
292.0,14.0,6.0,1.0,222,13176,9076
291.0,28.0,9.0,1.0,228,26209,21137
290.0,20.0,8.0,1.0,214,29487,24852
290.0,19.0,7.0,1.0,212,19660,21137
290.0,17.0,7.0,1.0,193,13176,3957
289.0,21.0,9.0,1.0,210,21903,44632
289.0,13.0,7.0,1.0,200,13176 30391,13176
288.0,10.0,6.0,1.0,195,44359,30391
288.0,20.0,9.0,1.0,208,24489,21903
288.0,16.0,8.0,1.0,204,37646,13176
288.0,36.0,12.0,1.0,228,22935,21903
287.0,22.0,8.0,1.0,212,24852,29487
286.0,30.0,11.0,1.0,220,46667,13176
286.0,17.0,7.0,1.0,204,13176,17948
285.0,13.0,7.0,1.0,187,5876,13176 5876
285.0,21.0,7.0,1.0,216,4920,13176
285.0,18.0,8.0,1.0,206,43352,13176
283.0,15.0,7.0,1.0,195,47209,19660
283.0,29.0,9.5,1.0,209,13176,8518
282.0,13.0,7.0,1.0,188,24852 9076,24852 9076
282.0,12.0,7.0,1.0,176,12916,12916
281.0,30.0,10.0,1.0,219,5876,21903
281.0,17.0,8.0,1.0,199,28985,47766
281.0,12.0,7.0,1.0,174,13176 19660,13176 19660
280.0,39.0,14.0,1.0,227,21137,22935
280.0,15.0,8.0,1.0,184,21903 47209,21903 47209
280.0,14.0,7.0,1.0,188,22825,22825
279.0,12.0,7.0,1.0,170,42585,42585
279.0,19.0,8.0,1.0,202,13176,13176 39275
278.0,30.0,10.0,1.0,217,21137,5876
278.0,17.0,7.0,1.0,192,13176,37646
277.0,22.0,10.0,1.0,207,24852 47626,47626
277.0,31.0,12.0,1.0,218,24964,24852
277.0,16.0,9.0,1.0,185,24852 49683,24852 49683
277.0,12.0,7.0,1.0,186,13176 47766,13176
276.0,14.0,7.0,1.0,167,10957,10957
275.0,18.0,9.0,1.0,205,21903,24489
275.0,31.0,12.0,1.0,218,42265,21903
274.0,20.0,8.0,1.0,204,27966,24852
274.0,16.0,8.0,1.0,176,43772,43772
273.0,28.0,10.0,1.0,206,49683,13176
273.0,9.0,6.0,1.0,180,30391,44359
273.0,35.0,13.0,1.0,216,24852,24964
273.0,13.0,7.0,1.0,181,13176,13176 47766
272.0,10.0,5.0,1.0,164,32691,32691
272.0,15.0,8.0,1.0,161,23909,23909
272.0,23.0,10.0,1.0,210,47626,49683
271.0,27.0,10.0,1.0,212,21903,8518
271.0,20.0,7.0,1.0,208,24852,26604
271.0,11.0,7.0,1.0,178,26369,26369
270.0,17.0,7.0,1.0,217,21137,47766
270.0,30.0,12.0,1.0,211,21903,42265
270.0,17.0,7.0,1.0,193,39877,13176
269.0,35.0,14.0,1.0,217,47626,47209
268.0,31.0,12.0,1.0,209,21137,49683
268.0,34.0,13.0,1.0,209,21137,30391
268.0,12.0,7.0,1.0,173,13176 5876,5876
268.0,18.0,8.0,1.0,198,13176 39275,13176
267.0,18.0,9.0,1.0,197,26209,47626 26209
267.0,22.0,8.0,1.0,204,41950,13176
266.0,24.0,10.0,1.0,197,21137 21903,21903
266.0,37.0,14.0,1.0,214,24964,47626
266.0,19.0,12.0,1.0,172,2086,2086
265.0,29.0,9.0,1.0,204,49683,21137
265.0,12.0,7.0,1.0,175,47766,13176 47766
264.0,28.0,10.0,1.0,203,47209,45007
264.0,18.0,9.0,1.0,193,47626 26209,47626
264.0,10.0,6.0,1.0,155,11182,11182
263.0,30.0,10.0,1.0,206,21903,46667
263.0,22.0,8.0,1.0,206,31717,13176
263.0,22.0,8.0,1.0,205,26604,24852
262.0,42.0,15.0,1.0,220,21137,24964
262.0,14.0,7.0,1.0,160,30827,30827
262.0,26.0,9.0,1.0,198,8518,13176
261.0,15.0,8.0,1.0,165,49520,49520
261.0,16.0,10.0,1.0,156,38768,38768
261.0,9.0,5.0,1.0,170,43352,43352 9076
261.0,36.0,12.0,1.0,202,46667,21903
261.0,33.0,12.0,1.0,204,8518,21903
260.0,10.0,6.0,1.0,170,21288,43352
260.0,11.0,7.0,1.0,175,30391,13176 30391
259.0,11.0,6.0,1.0,166,43352,21288
259.0,17.0,8.0,1.0,182,28199,28199
258.0,14.0,7.0,1.0,169,24852 21137,24852 21137
258.0,9.0,5.0,1.0,165,9076,43352 9076
258.0,34.0,10.0,1.0,195,42265,24852
258.0,20.0,10.0,1.0,192,47626,24852 47626
257.0,9.0,5.0,1.0,163,43352 9076,43352
256.0,18.0,8.0,1.0,178,24852,24852 45066
256.0,20.0,9.0,1.0,177,27344,27344
256.0,17.0,7.0,1.0,182,39928,13176
254.0,12.0,6.0,1.0,164,24830,24830
254.0,25.0,11.0,1.0,172,14992,14992
254.0,19.0,7.0,1.0,199,16797,39275
254.0,11.0,7.0,1.0,167,24852 28204,24852 28204
254.0,13.0,6.0,1.0,188,26604,13176
254.0,22.0,9.0,1.0,200,40706,13176
253.0,16.0,8.0,1.0,169,8193,8193
253.0,25.0,8.0,1.0,200,24852,45007
253.0,29.0,11.0,1.0,199,24852,24184
253.0,43.0,17.0,1.0,209,24964,21137
253.0,25.0,9.0,1.0,194,44632,13176
253.0,13.0,7.0,1.0,171,13176,13176 8277
252.0,15.0,8.0,1.0,175,24852 45066,24852
252.0,18.0,8.0,1.0,182,47626 26209,26209
252.0,12.0,7.0,1.0,171,13176 47766,47766
252.0,22.0,10.5,1.0,202,47766,49683
252.0,20.0,10.0,1.0,179,47626,47626 26209
252.0,19.0,7.5,1.0,188,13176,4920
251.0,13.0,6.0,1.0,157,47977,47977
251.0,34.0,14.0,1.0,191,24852,42265
251.0,14.0,7.0,1.0,180,13176 22935,13176
250.0,18.0,7.0,1.0,184,24852,5450
250.0,15.0,7.0,1.0,184,13176,13176 22935
250.0,18.0,7.0,1.0,182,27104,13176
249.0,27.0,11.0,1.0,182,21903,21903 47626
249.0,16.0,7.0,1.0,169,13176 26209,13176
249.0,30.0,13.0,1.0,197,26209,49683
249.0,17.0,11.0,1.0,171,34243,34243
249.0,30.0,11.0,1.0,204,47626,21137
248.0,22.0,10.0,1.0,180,21903,21137 21903
248.0,23.0,9.0,1.0,178,21137 47209,47209
248.0,25.0,8.0,1.0,188,20995,13176
248.0,35.0,11.0,1.0,192,13176,46667
248.0,15.0,7.0,1.0,169,13176,13176 26209
248.0,10.0,6.5,1.0,166,13176 8277,13176
247.0,29.0,8.0,1.0,190,45007,47209
247.0,16.0,9.0,1.0,149,21292,21292
247.0,21.0,8.0,1.0,186,21616,24852
246.0,27.0,10.0,1.0,195,5876,21137
246.0,23.0,9.0,1.0,187,49683,47766
246.0,22.0,9.0,1.0,187,24852 26209,24852
246.0,21.0,7.0,1.0,188,17948,21903
245.0,20.0,8.0,1.0,173,47209 5876,47209
245.0,20.0,10.0,1.0,183,12341,13176
244.0,21.0,8.0,1.0,181,21137,21137 21903
244.0,36.0,14.0,1.0,197,21903,40706
244.0,28.0,9.0,1.0,193,30391,21137
244.0,15.0,7.0,1.0,194,39275,16797
244.0,17.0,8.0,1.0,179,13176,28985
243.0,21.0,9.0,1.0,172,47209,47209 5876
243.0,26.0,9.0,1.0,187,47209,8518
242.0,27.0,10.0,1.0,186,21903,48679
242.0,15.0,7.0,1.0,180,5876,30391
242.0,19.0,8.0,1.0,155,14715,14715
242.0,17.0,7.0,1.0,174,47766,19660
242.0,26.0,8.0,1.0,186,13176,31717
242.0,23.0,9.0,1.0,179,13176,12341
241.0,30.0,10.0,1.0,193,21903,44359
241.0,22.0,9.0,1.0,176,47209,21137 47209
241.0,30.0,11.0,1.0,187,49683,26209
241.0,29.0,10.0,1.0,184,26209,5876
241.0,21.0,8.0,1.0,183,24852,21616
241.0,20.0,8.0,1.0,182,46802,24852
241.0,20.0,7.0,1.0,174,13176,27104
240.0,16.0,7.0,1.0,182,47209,44359
240.0,28.0,9.0,1.0,181,49683,16797
240.0,28.0,11.0,1.0,196,40706,21903
