support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
176.0,14.0,4.0,1.0,109,46088,46088
158.0,14.0,5.0,1.0,109,2120,2120
130.0,19.0,7.0,1.0,95,41131,41131
109.0,19.0,7.0,1.0,82,33065,33065
80.0,19.0,9.0,1.0,54,45190,45190
71.0,30.0,15.0,1.0,42,41131,46088
71.0,30.0,14.0,1.0,44,46088,41131
59.0,19.0,3.0,1.0,46,38444,38444
41.0,30.0,13.0,1.0,32,33065,41131
39.0,30.0,11.5,1.0,29,41131,33065
36.0,19.0,11.0,1.0,31,2120,33065
31.0,30.0,13.5,1.0,27,38444,46088
31.0,54.5,21.0,1.0,27,33065,46088
31.0,30.0,14.0,1.0,28,33065,2120
30.0,30.0,20.0,1.0,24,2120,41131
30.0,30.0,5.5,1.0,24,33065,38444
30.0,34.5,21.0,1.0,27,46088,33065
29.0,30.0,11.5,1.0,21,38444,41131
28.0,30.0,11.5,1.0,19,38444,33065
26.0,30.0,23.0,1.0,22,2120,46088
25.0,30.0,15.0,1.0,19,41131,38444
25.0,30.0,9.0,1.0,21,41131,2120
21.0,30.0,8.5,1.0,20,46088,2120
19.0,30.0,9.5,1.0,17,46088,38444
17.0,19.0,3.0,1.0,15,38444,2120
17.0,34.5,25.0,1.0,17,2120,38444
12.0,14.0,6.0,1.0,7,44632,44632
11.0,14.0,6.5,1.0,6,44632,44632 21709
11.0,14.0,6.5,1.0,6,44632,21709
11.0,14.0,6.5,1.0,6,21709,44632 21709
11.0,14.0,6.5,1.0,6,21709,44632
11.0,14.0,6.5,1.0,6,21709,21709
11.0,14.0,6.5,1.0,6,44632 21709,44632 21709
11.0,14.0,6.5,1.0,6,44632 21709,44632
11.0,14.0,6.5,1.0,6,44632 21709,21709
10.0,30.0,3.0,1.0,8,45190,2120
9.0,30.0,5.5,1.0,9,45190,46088
8.0,30.0,26.0,1.0,5,46088,47141
8.0,19.0,11.0,1.0,8,46088,45190
8.0,30.0,20.0,1.0,7,45190,41131
7.0,30.0,8.0,1.0,6,16696,16696
6.0,34.5,14.0,1.0,6,46088,16696
6.0,30.0,17.0,1.0,6,46088,10957
6.0,42.5,16.0,1.0,5,21709,2120
6.0,54.5,22.5,1.0,6,10957,46088
6.0,30.0,15.5,2.0,4,10957,10957
6.0,14.0,10.0,1.0,4,27845,27845
5.0,30.0,28.0,2.0,3,43154,43154
5.0,34.5,17.5,1.0,5,41131,10957
5.0,42.5,5.0,1.5,4,24852,24852
5.0,42.5,17.0,1.0,4,44632,2120
5.0,30.0,14.0,1.0,3,47141,47141
5.0,30.0,28.0,1.0,3,47141,46088
5.0,54.5,22.0,1.0,5,16696,46088
5.0,30.0,15.5,1.5,4,16696,10957
5.0,42.5,17.0,1.0,4,44632 21709,2120
4.0,30.0,28.0,1.0,3,41131,47141
4.0,64.0,14.5,1.0,4,2120,21709
4.0,30.0,20.0,2.0,3,2120,12341
4.0,19.0,15.0,1.0,4,21386,21386
4.0,14.0,5.5,1.0,4,43352,2120
4.0,19.0,14.0,1.0,4,12341,33065
4.0,19.0,14.0,1.0,4,12341,2120
4.0,54.5,18.5,1.0,4,10957,41131
4.0,42.5,20.0,1.0,4,10957,16696
4.0,60.0,28.0,1.0,4,33198,43154
4.0,4.0,3.0,1.0,4,45190,33065
3.0,19.0,16.0,1.0,3,43631,43631
3.0,60.0,31.0,1.0,3,41131,36316
3.0,64.0,15.0,1.0,3,2120,44632 21709
3.0,64.0,15.0,1.0,3,2120,44632
3.0,30.0,28.0,1.0,3,2120,43154
3.0,30.0,4.5,1.0,3,2120,31651
3.0,34.5,14.0,1.0,3,33065,2966
3.0,60.0,28.0,1.0,3,47141,41131
2.0,19.0,16.0,1.5,2,43631,46088
2.0,34.5,19.5,1.5,2,2120,196
2.0,14.0,3.0,1.5,2,43352,33065
2.0,14.0,10.5,1.5,2,43352,27845
2.0,30.0,8.0,1.5,2,33065,27845
2.0,4.0,0.0,1.5,2,40939,40939
2.0,54.5,41.0,1.5,2,46088,29447
2.0,30.0,14.0,1.5,2,46088,13535
2.0,4.0,0.0,1.5,2,41276,40939
2.0,34.5,24.0,1.5,2,46149,33065
2.0,34.5,24.0,1.5,2,46149,2120
2.0,76.0,32.0,1.5,2,2966,33065
2.0,14.0,5.5,1.5,2,15424,46088
