support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
415.0,14.0,8.0,1.0,199,23909,23909
323.0,17.5,9.0,1.0,204,24852,24852
274.0,9.5,5.0,1.0,182,4210,4210
174.0,21.5,12.0,1.0,109,5077,5077
166.0,9.5,7.0,1.0,99,9076,9076
165.0,30.0,16.0,1.0,101,16953,16953
156.0,14.0,7.0,1.0,84,19348,19348
145.0,14.0,7.0,1.0,94,47144,47144
136.0,14.0,8.0,1.0,71,27086,27086
133.0,6.0,2.5,1.0,64,46088,46088
120.0,14.0,7.0,1.0,66,27845,27845
119.0,17.5,9.0,1.0,74,44799,44799
114.0,17.5,12.0,1.0,74,49235,49235
112.0,14.0,8.0,1.0,59,432,432
107.0,30.0,16.0,1.0,74,23734,23734
100.0,9.5,5.0,1.0,61,32691,32691
94.0,30.0,14.0,1.0,63,27796,27796
89.0,14.0,7.0,1.0,59,40332,40332
87.0,14.0,6.0,1.0,57,41844,41844
87.0,17.5,8.0,1.0,58,20995,20995
86.0,26.0,12.0,1.0,66,13176,13176
85.0,30.0,14.0,1.0,52,33000,33000
82.0,14.0,8.0,1.0,53,35042,35042
80.0,37.0,21.5,1.0,57,27323,27323
76.0,14.0,8.0,1.0,47,35951,35951
75.0,14.0,8.0,1.0,46,1940,1940
74.0,21.5,12.0,1.0,45,31981,31981
73.0,9.5,7.0,1.0,38,43631,43631
73.0,21.5,8.0,1.0,56,16797,16797
72.0,30.0,20.0,1.0,50,31506,31506
71.0,9.5,6.0,1.0,42,24838,24838
71.0,14.0,8.0,1.0,42,30450,30450
67.0,17.5,11.0,1.0,37,32478,32478
67.0,9.5,7.0,1.0,42,2078,2078
65.0,14.0,7.0,1.0,42,5785,5785
64.0,14.0,8.0,1.0,40,16965,16965
64.0,14.0,8.0,1.0,40,30489,30489
59.0,17.5,9.0,1.0,41,20955,20955
58.0,17.5,10.0,1.0,33,23909,44799
58.0,45.0,19.0,1.0,43,7751,7751
57.0,9.5,7.0,1.0,38,28199,28199
56.0,30.0,20.5,1.0,38,42736,42736
56.0,14.0,9.0,1.0,35,43295,43295
55.0,17.5,9.5,1.0,42,5782,5782
54.0,21.5,14.0,1.0,37,13249,13249
