support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
1096.0,14.0,7.0,1.0,690,24852,24852
705.0,14.0,7.0,1.0,438,196,196
627.0,7.0,4.0,1.0,334,19660,19660
592.0,14.0,7.0,1.0,334,10957,10957
430.0,10.0,6.0,1.0,235,33198,33198
413.0,14.0,6.0,1.0,224,44632,44632
407.0,14.0,7.0,1.0,238,13176,13176
406.0,14.0,7.0,1.0,247,16696,16696
383.0,14.0,8.0,1.0,232,23909,23909
349.0,17.5,10.0,1.0,203,15424,15424
301.0,14.0,8.0,1.0,190,47141,47141
296.0,10.0,6.0,1.0,170,31683,31683
296.0,10.0,5.0,1.0,186,35221,35221
284.0,10.0,6.0,1.0,170,41276,41276
270.0,21.0,12.0,1.0,164,5077,5077
268.0,14.0,8.0,1.0,155,43631,43631
264.0,14.0,7.0,1.0,164,16797,16797
260.0,14.0,8.0,1.0,155,12916,12916
251.0,14.0,8.0,1.0,154,4210,4210
248.0,10.0,5.0,1.0,137,8859,8859
246.0,14.0,7.0,1.0,151,41290,41290
244.0,14.0,7.0,1.0,146,43154,43154
238.0,14.0,6.0,1.0,151,42450,42450
218.0,7.0,3.0,1.0,93,38444,38444
214.0,17.5,8.0,1.0,137,47977,47977
192.0,14.0,7.0,1.0,123,21709,21709
189.0,14.0,7.0,1.0,111,21386,21386
186.0,7.0,4.0,1.0,97,27325,27325
186.0,10.0,5.0,1.0,91,25466,25466
183.0,21.0,11.0,1.0,110,26348,26348
179.0,10.0,6.0,1.0,127,9076,9076
171.0,7.0,3.0,1.0,111,16965,16965
165.0,21.0,10.0,1.0,112,25146,25146
160.0,14.0,8.0,1.0,99,40199,40199
158.0,7.0,3.0,1.0,81,41131,41131
156.0,14.0,7.0,1.0,83,5479,5479
154.0,10.0,5.0,1.0,88,10032,10032
149.0,21.0,14.0,1.0,101,41844,41844
149.0,17.5,9.0,1.0,95,26620,26620
149.0,7.0,4.0,1.0,86,45190,45190
146.0,10.0,7.0,1.0,83,3957,3957
145.0,14.0,7.0,1.0,82,1940,1940
143.0,10.0,5.0,1.0,94,47209,47209
143.0,14.0,7.0,1.0,93,26165,26165
143.0,14.0,7.0,1.0,77,14947,14947
141.0,17.5,10.0,1.0,86,46842,46842
141.0,21.0,11.0,1.0,92,27344,27344
139.0,17.5,10.0,1.0,75,14233,14233
138.0,10.0,5.5,1.0,88,35221,44632
137.0,17.5,8.0,1.0,83,15902,15902
136.0,26.0,13.5,1.0,102,16953,16953
135.0,17.5,11.5,1.0,77,19348,19348
134.0,17.5,12.0,1.0,86,49520,49520
134.0,14.0,6.0,1.0,82,36316,36316
132.0,14.0,8.0,1.0,77,40310,40310
131.0,7.0,3.0,1.0,72,45603,45603
130.0,10.0,5.0,1.0,79,44632,35221
129.0,29.5,15.0,1.0,93,20955,20955
129.0,14.0,7.0,1.0,75,1194,1194
128.0,14.0,8.0,1.0,88,13870,13870
128.0,10.0,7.0,1.0,74,23288,23288
126.0,14.0,7.0,1.0,73,5258,5258
123.0,17.5,9.0,1.0,85,32691,32691
123.0,14.0,7.0,1.0,86,10673,10673
120.0,14.0,8.0,1.0,76,28199,28199
119.0,10.0,5.5,1.0,67,44632 35221,44632
117.0,10.0,5.0,1.0,65,44632 35221,35221
117.0,10.0,5.0,1.0,69,35221,44632 35221
114.0,10.0,5.0,1.0,65,44632,44632 35221
110.0,14.0,7.0,1.0,75,21903,21903
109.0,10.0,6.0,1.0,62,2120,2120
107.0,10.0,6.0,1.0,66,30776,30776
107.0,10.0,5.0,1.0,57,44632 35221,44632 35221
106.0,10.0,5.0,1.0,61,2966,2966
105.0,26.0,8.5,1.0,87,16797,24852
104.0,14.0,7.0,1.0,78,40709,40709
102.0,10.0,6.0,1.0,66,27966,27966
97.0,10.0,6.5,1.0,58,20995,20995
97.0,14.0,7.0,1.0,58,40939,40939
96.0,21.0,14.0,1.0,56,34050,34050
95.0,17.5,12.0,1.0,64,19488,19488
94.0,17.5,8.0,1.0,64,432,432
92.0,17.5,9.0,1.0,64,28204,28204
91.0,14.0,7.5,1.0,61,21137,21137
91.0,29.5,13.0,1.0,70,5077,24852
90.0,29.5,14.0,1.0,70,24852,16797
90.0,17.5,12.0,1.0,52,31981,31981
89.0,42.0,13.0,1.0,64,24852,5077
88.0,14.0,9.0,1.0,56,49235,49235
86.0,21.0,15.0,1.0,46,46149,46149
83.0,29.5,14.0,1.0,65,10957,24852
82.0,10.0,5.0,1.0,56,44632,21709
82.0,14.0,7.0,1.0,55,35221,21709
82.0,21.0,13.0,1.0,54,42240,42240
81.0,14.0,6.0,1.0,59,23734,23734
79.0,14.0,8.0,1.0,57,8021,8021
79.0,21.0,8.0,1.0,60,47626,47626
78.0,14.0,7.0,1.0,50,30489,30489
77.0,17.5,10.0,1.0,50,33065,33065
76.0,21.0,13.0,1.0,52,21376,21376
76.0,10.0,5.5,1.0,51,21709,44632
75.0,29.5,10.5,1.0,60,24852,10957
75.0,14.0,8.5,1.0,51,21019,21019
74.0,10.0,6.0,1.0,50,21709,35221
73.0,14.0,7.0,1.0,41,27086,27086
73.0,14.0,7.0,1.0,50,46802,46802
72.0,21.0,7.0,1.0,48,44632,26620
70.0,17.5,10.0,1.0,52,47144,47144
70.0,14.0,7.0,1.0,50,196,24852
69.0,14.0,4.0,1.0,42,47977,36316
69.0,29.5,13.0,1.0,45,2086,2086
68.0,17.5,7.0,1.0,45,46088,46088
68.0,10.0,4.0,1.0,46,36316,47977
67.0,14.0,7.0,1.0,55,16953,24852
67.0,7.0,4.0,1.0,31,19660,8859
66.0,21.0,11.5,1.0,50,26209,26209
66.0,26.0,11.0,1.0,54,4920,4920
65.0,10.0,5.0,1.0,40,44632,44632 21709
65.0,17.5,8.0,1.0,47,26620,44632
64.0,21.0,9.0,1.0,52,33129,33129
64.0,26.0,13.0,1.0,49,24852,23909
64.0,14.0,7.0,1.0,39,35951,35951
64.0,21.0,10.0,1.0,48,47766,47766
63.0,14.0,7.0,1.0,42,24852,196
63.0,14.0,7.0,1.0,43,16696,10957
63.0,17.5,10.5,1.0,45,8193,8193
62.0,26.0,12.0,1.0,51,23909,24852
62.0,10.0,5.0,1.0,38,21709,44632 21709
62.0,21.0,9.0,1.0,47,47141,24852
62.0,7.0,3.0,1.0,29,8859,19660
62.0,10.0,5.0,1.0,39,44632 21709,44632
61.0,10.0,5.0,1.0,37,44632 21709,21709
60.0,26.0,12.0,1.0,38,32403,32403
60.0,17.5,10.0,1.0,34,46061,46061
60.0,21.0,11.0,1.0,40,26604,26604
60.0,57.0,25.0,1.0,48,7751,7751
60.0,34.0,19.0,1.0,46,27796,27796
60.0,21.0,10.5,1.0,46,39275,39275
60.0,14.0,7.0,1.0,35,27845,27845
59.0,21.0,11.0,1.0,43,24852,47141
