support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
3220.0,10.0,6.0,1.0,1855,24852,24852
3219.0,10.0,6.0,1.0,1885,13176,13176
2324.0,15.0,8.0,1.0,1339,21903,21903
1774.0,11.0,7.0,1.0,1051,47209,47209
1627.0,11.0,6.0,1.0,1006,21137,21137
1343.0,13.0,7.0,1.0,813,47766,47766
1191.0,15.0,7.0,1.0,730,47626,47626
1137.0,13.0,7.0,1.0,698,16797,16797
1015.0,11.0,6.0,1.0,639,45007,45007
1006.0,16.0,8.0,1.0,652,26209,26209
904.0,15.0,7.0,1.0,562,22935,22935
855.0,19.0,10.0,1.0,539,24964,24964
814.0,12.0,7.0,1.0,527,39275,39275
804.0,11.0,6.0,1.0,472,27966,27966
797.0,12.0,7.0,1.0,470,30391,30391
784.0,15.0,9.0,1.0,471,12341,12341
760.0,22.0,8.0,1.0,518,21903,13176
759.0,14.0,7.0,1.0,462,5876,5876
741.0,14.0,7.0,1.0,468,49683,49683
719.0,9.0,5.0,1.0,411,39877,39877
709.0,20.0,8.0,1.0,485,13176,21903
701.0,17.0,7.0,1.0,466,47209,13176
693.0,13.0,7.0,1.0,419,28985,28985
678.0,14.0,7.0,1.0,416,43352,43352
676.0,10.0,7.0,1.0,410,28204,28204
673.0,17.0,7.0,1.0,448,13176,47209
659.0,14.0,7.0,1.0,401,44359,44359
650.0,11.0,6.0,1.0,383,19057,19057
637.0,15.0,6.0,1.0,445,21137,13176
622.0,14.0,7.0,1.0,370,4920,4920
614.0,20.0,9.0,1.0,390,42265,42265
613.0,15.0,7.0,1.0,426,13176,21137
586.0,17.0,8.0,1.0,355,30450,30450
577.0,11.0,7.0,1.0,352,6184,6184
576.0,9.0,6.0,1.0,352,8277,8277
569.0,13.0,7.0,1.0,339,21616,21616
562.0,13.0,7.0,1.0,337,48679,48679
561.0,18.0,9.0,1.0,371,27104,27104
547.0,19.0,8.0,1.0,370,21903,47209
541.0,21.0,8.0,1.0,358,47209,21903
529.0,15.0,8.0,1.0,354,31717,31717
505.0,14.0,7.0,1.0,330,40706,40706
502.0,16.0,8.0,1.0,339,4605,4605
501.0,25.0,9.0,1.0,371,21903,21137
500.0,21.0,8.0,1.0,357,24852,47626
498.0,21.0,9.0,1.0,366,21137,21903
497.0,17.0,7.0,1.0,337,47766,24852
496.0,13.0,7.0,1.0,309,10749,10749
494.0,16.0,7.0,1.0,329,8518,8518
486.0,23.0,8.0,1.0,348,47626,24852
481.0,10.0,6.0,1.0,294,37646,37646
481.0,18.0,8.0,1.0,325,13176,13176 21903
472.0,14.0,7.0,1.0,307,47209,13176 47209
471.0,18.0,8.0,1.0,319,13176 21903,13176
467.0,14.0,7.0,1.0,304,13176,13176 47209
465.0,19.0,10.0,1.0,316,21903,13176 21903
462.0,22.0,8.0,1.0,311,24852,21903
462.0,19.0,9.0,1.0,309,46667,46667
460.0,14.0,7.0,1.0,297,13176 47209,13176
459.0,21.0,8.0,1.0,308,21903,24852
459.0,13.0,7.0,1.0,281,24184,24184
453.0,12.0,7.0,1.0,267,35951,35951
451.0,18.0,7.0,1.0,300,24852,47766
447.0,14.0,7.0,1.0,294,17794,17794
445.0,22.0,8.0,1.0,314,21137,47209
444.0,14.0,7.0,1.0,278,13176 47209,47209
444.0,11.0,6.0,1.0,278,27521,27521
442.0,18.0,10.0,1.0,296,13176 21903,21903
433.0,12.0,7.0,1.0,270,45066,45066
430.0,15.0,8.0,1.0,272,35561,35561
421.0,22.0,8.0,1.0,300,47209,21137
416.0,16.0,8.5,1.0,278,34126,34126
415.0,14.0,6.0,1.0,286,24852,21137
414.0,14.0,6.0,1.0,277,13176 21137,13176
408.0,20.0,8.0,1.0,286,21903,47766
408.0,16.0,8.0,1.0,265,46979,46979
407.0,13.0,6.0,1.0,271,13176,13176 21137
406.0,18.0,8.0,1.0,286,47766,21903
405.0,13.0,6.0,1.0,274,21137,24852
398.0,14.0,7.0,1.0,239,41220,41220
398.0,16.0,6.0,1.0,288,45007,13176
395.0,29.0,9.0,1.0,279,21903,22935
395.0,36.0,11.0,1.0,295,24964,21903
394.0,36.0,12.0,1.0,290,21903,24964
