support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
570.0,13.5,7.0,1.0,376,24852,24852
559.0,13.5,7.0,1.0,293,8859,8859
533.0,10.0,7.0,1.0,312,23909,23909
482.0,13.5,7.0,1.0,283,196,196
451.0,13.5,7.0,1.0,287,33198,33198
444.0,16.0,7.0,1.0,258,49235,49235
429.0,10.0,6.0,1.0,227,4210,4210
366.0,13.5,8.0,1.0,218,1940,1940
325.0,13.5,8.0,1.0,195,15424,15424
323.0,19.0,11.0,1.0,189,10957,10957
322.0,13.5,7.0,1.0,164,19348,19348
315.0,10.0,6.0,1.0,214,13176,13176
309.0,22.0,11.5,1.0,201,42240,42240
307.0,7.0,4.0,1.0,188,19660,19660
306.0,10.0,5.0,1.0,169,1194,1194
301.0,16.0,8.0,1.0,189,16696,16696
295.0,19.0,12.0,1.0,193,32650,32650
282.0,10.0,6.0,1.0,168,47977,47977
282.0,19.0,10.0,1.0,188,19488,19488
254.0,10.0,6.0,1.0,163,27086,27086
247.0,10.0,4.0,1.0,143,44632,44632
245.0,22.0,13.0,1.0,165,5077,5077
236.0,13.5,7.0,1.0,151,25146,25146
232.0,10.0,6.0,1.0,133,14233,14233
227.0,10.0,4.0,1.0,130,21709,21709
219.0,13.5,8.0,1.0,135,47141,47141
206.0,16.0,8.0,1.0,116,43631,43631
204.0,22.0,13.0,1.0,127,39581,39581
198.0,7.0,3.0,1.0,113,25466,25466
198.0,10.0,6.0,1.0,116,5782,5782
196.0,10.0,7.0,1.0,122,47144,47144
196.0,10.0,6.0,1.0,107,27325,27325
196.0,13.5,7.0,1.0,113,36316,36316
191.0,7.0,3.0,1.0,106,35221,35221
186.0,13.5,7.0,1.0,114,26165,26165
182.0,7.0,3.0,1.0,101,432,432
180.0,16.0,8.0,1.0,119,10673,10673
169.0,13.5,8.0,1.0,91,35914,35914
168.0,16.0,9.0,1.0,98,10032,10032
164.0,16.0,8.0,1.0,98,41290,41290
164.0,16.0,10.0,1.0,101,12916,12916
161.0,13.5,8.0,1.0,97,31683,31683
154.0,10.0,6.0,1.0,97,27845,27845
153.0,13.5,7.0,1.0,94,28427,28427
144.0,7.0,4.0,1.0,89,2120,2120
136.0,30.0,15.5,1.0,91,16953,16953
134.0,7.0,4.0,1.0,72,38444,38444
128.0,10.0,6.0,1.0,79,21386,21386
122.0,10.0,5.0,1.0,74,49520,49520
120.0,13.5,8.0,1.0,75,5785,5785
120.0,4.0,1.0,1.0,62,26620,26620
116.0,22.0,10.0,1.0,73,43295,43295
115.0,10.0,4.0,1.0,58,45190,45190
114.0,25.0,13.0,1.0,85,40332,40332
113.0,16.0,10.5,1.0,80,47626,47626
109.0,4.0,1.0,1.0,56,21709,44632
108.0,7.0,2.5,1.0,56,14947,14947
107.0,4.0,1.0,1.0,56,44632,21709
107.0,22.0,13.0,1.0,71,24838,24838
107.0,7.0,5.0,1.0,72,3957,3957
105.0,19.0,9.0,1.0,73,16797,16797
104.0,4.0,1.0,1.0,58,44632,35221
103.0,22.0,10.0,1.0,74,21333,21333
103.0,4.0,2.0,1.0,57,35221,44632
102.0,4.0,2.0,1.0,59,35221,21709
101.0,4.0,1.0,1.0,47,26620,44632
100.0,4.0,1.0,1.0,55,21709,35221
99.0,10.0,6.0,1.0,62,47977,36316
99.0,10.0,6.0,1.0,62,46676,46676
98.0,4.0,1.0,1.0,43,44632,26620
98.0,4.0,2.0,1.0,56,1463,1463
