support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
2615.0,13.0,7.0,1.0,1464,24852,24852
2158.0,13.0,7.0,1.0,1191,13176,13176
1780.0,14.0,7.0,1.0,1092,21903,21903
1107.0,10.5,6.0,1.0,697,47209,47209
994.0,13.0,7.0,1.0,612,47766,47766
971.0,13.0,7.0,1.0,613,21137,21137
754.0,16.5,8.0,1.0,502,26209,26209
747.0,19.0,9.0,1.0,500,47626,47626
723.0,10.5,6.0,1.0,472,16797,16797
648.0,19.0,9.0,1.0,407,24964,24964
628.0,10.5,7.0,1.0,397,9076,9076
615.0,16.5,8.0,1.0,401,49683,49683
580.0,16.5,8.0,1.0,388,45007,45007
576.0,21.0,8.0,1.0,383,21903,13176
558.0,19.0,8.0,1.0,356,22935,22935
555.0,19.0,8.0,1.0,382,13176,21903
517.0,13.0,7.0,1.0,333,39275,39275
500.0,13.0,7.0,1.0,317,31717,31717
493.0,8.0,5.0,1.0,309,43352,43352
471.0,13.0,6.0,1.0,294,12341,12341
452.0,13.0,6.0,1.0,272,27966,27966
448.0,14.0,7.0,1.0,293,30391,30391
444.0,21.0,8.0,1.0,291,47209,13176
442.0,13.0,7.0,1.0,281,5876,5876
441.0,22.5,9.0,1.0,319,24852,21903
436.0,16.5,8.0,1.0,308,4605,4605
422.0,22.5,8.0,1.0,305,21903,24852
419.0,19.0,9.0,1.0,270,8518,8518
417.0,14.0,8.0,1.0,295,28985,28985
413.0,19.0,7.0,1.0,292,21137,13176
404.0,14.0,7.0,1.0,258,20995,20995
404.0,19.0,8.0,1.0,273,13176,47209
398.0,14.0,7.0,1.0,261,40706,40706
395.0,10.5,6.0,1.0,257,24489,24489
394.0,14.0,7.0,1.0,250,21938,21938
387.0,21.0,8.0,1.0,282,47766,21903
381.0,28.0,9.0,1.0,288,24852,47626
380.0,19.0,7.0,1.0,262,21903,47209
379.0,19.0,7.0,1.0,266,13176,21137
378.0,19.0,8.0,1.0,264,47209,21903
375.0,13.0,7.0,1.0,243,42265,42265
372.0,16.5,7.0,1.0,263,47766,24852
372.0,16.5,7.5,1.0,244,13176 21903,13176
370.0,13.0,6.0,1.0,227,10749,10749
369.0,16.5,8.0,1.0,245,13176,13176 21903
367.0,16.5,8.0,1.0,239,21903,13176 21903
367.0,14.0,7.0,1.0,267,24852,47766
366.0,16.5,8.0,1.0,240,13176 21903,21903
362.0,28.0,10.0,1.0,276,21137,21903
359.0,13.0,7.0,1.0,231,21616,21616
358.0,22.5,10.0,1.0,262,21903,47766
357.0,28.0,8.0,1.0,267,47626,24852
354.0,14.0,7.0,1.0,234,24852,9076
352.0,21.0,9.0,1.0,233,46802,46802
349.0,13.0,7.0,1.0,218,45066,45066
343.0,27.0,9.0,1.0,248,24852,26209
340.0,25.0,8.0,1.0,249,26209,24852
340.0,14.0,7.0,1.0,224,9076,24852
340.0,13.0,7.0,1.0,212,17948,17948
338.0,8.0,5.0,1.0,212,8277,8277
332.0,21.0,11.0,1.0,219,44359,44359
330.0,14.0,7.0,1.0,204,25890,25890
329.0,16.5,7.0,1.0,224,28204,28204
325.0,25.0,9.0,1.0,235,49683,24852
324.0,21.0,8.0,1.0,233,24852,49683
323.0,27.0,10.0,1.0,238,21903,21137
319.0,28.0,8.0,1.0,226,24964,13176
312.0,28.0,8.5,1.0,239,21903,24964
311.0,27.0,9.0,1.0,215,13176,24964
310.0,16.5,8.0,1.0,211,34126,34126
307.0,30.0,9.0,1.0,227,24964,21903
300.0,22.5,8.0,1.0,207,22935,13176
299.0,14.0,7.0,1.0,204,46979,46979
297.0,36.5,14.0,1.0,234,21903,47626
295.0,10.5,5.0,1.0,186,37687,37687
295.0,22.5,13.0,1.0,193,30450,30450
295.0,19.0,8.0,1.0,189,41950,41950
294.0,14.0,7.0,1.0,191,13176 21903,13176 21903
