support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
1472.0,12.0,7.0,1.0,851,24852,24852
1052.0,10.0,7.0,1.0,615,13176,13176
905.0,14.0,7.0,1.0,538,21903,21903
800.0,11.0,7.0,1.0,472,47766,47766
536.0,13.0,7.0,1.0,312,47209,47209
439.0,14.0,7.0,1.0,287,47626,47626
415.0,16.0,7.0,1.0,263,26209,26209
407.0,14.0,7.0,1.0,261,21137,21137
403.0,15.0,7.0,1.0,249,42768,42768
382.0,14.0,7.0,1.0,239,22935,22935
373.0,14.0,7.0,1.0,223,45007,45007
370.0,15.0,8.0,1.0,234,49683,49683
370.0,15.0,8.0,1.0,225,8518,8518
368.0,14.0,6.0,1.0,229,24964,24964
360.0,14.0,7.0,1.0,227,27156,27156
355.0,14.0,7.0,1.0,211,28985,28985
338.0,13.0,7.0,1.0,212,47766,24852
336.0,19.0,10.0,1.0,227,4605,4605
332.0,14.0,7.0,1.0,216,16797,16797
319.0,14.0,7.0,1.0,202,24852,47766
268.0,16.0,8.0,1.0,179,21903,24852
264.0,16.0,9.0,1.0,169,39275,39275
258.0,14.0,7.0,1.0,164,17794,17794
258.0,16.0,7.0,1.0,176,24852,21903
257.0,14.0,7.0,1.0,164,21616,21616
252.0,12.0,7.0,1.0,155,24852 47766,24852
250.0,13.0,7.0,1.0,151,24852,24852 47766
241.0,14.0,7.0,1.0,145,37646,37646
237.0,11.0,7.0,1.0,143,47766,24852 47766
234.0,10.0,6.0,1.0,142,34969,34969
233.0,12.0,7.0,1.0,138,24852 47766,47766
233.0,14.0,8.0,1.0,136,24489,24489
233.0,14.0,8.0,1.0,151,9076,9076
233.0,16.0,8.0,1.0,147,20995,20995
229.0,13.0,7.0,1.0,144,21938,21938
226.0,19.0,8.0,1.0,158,21903,13176
225.0,15.0,7.0,1.0,158,13176,21903
221.0,13.0,7.0,1.0,142,28204,28204
215.0,17.0,8.5,1.0,153,49683,24852
215.0,10.0,6.0,1.0,124,17948,17948
211.0,11.0,7.0,1.0,125,24852 47766,24852 47766
