support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
1463.0,10.5,7.0,1.0,863,24852,24852
938.0,10.5,6.0,1.0,526,13176,13176
882.0,14.5,7.0,1.0,532,21903,21903
657.0,9.0,5.0,1.0,389,21137,21137
560.0,14.5,8.0,1.0,330,42585,42585
558.0,14.5,8.0,1.0,344,47766,47766
549.0,9.0,6.0,1.0,328,47209,47209
537.0,14.5,8.0,1.0,314,30489,30489
354.0,9.0,7.0,1.0,205,28985,28985
338.0,14.5,7.0,1.0,206,47626,47626
325.0,19.0,7.0,1.0,213,21903,24852
324.0,19.0,8.0,1.0,212,24852,21903
320.0,13.0,7.0,1.0,193,27966,27966
315.0,14.5,7.0,1.0,189,26209,26209
314.0,13.0,7.0,1.0,175,20995,20995
297.0,14.5,8.0,1.0,203,47766,24852
295.0,21.0,9.0,1.0,193,49683,49683
290.0,13.0,7.0,1.0,182,16797,16797
289.0,9.0,5.0,1.0,170,39275,39275
283.0,9.0,5.0,1.0,175,4920,4920
268.0,10.5,6.0,1.0,160,30391,30391
266.0,16.5,9.0,1.0,174,24852,47766
255.0,16.5,8.0,1.0,163,24852,24852 21903
252.0,14.5,7.0,1.0,153,45007,45007
250.0,16.5,7.0,1.0,159,24852 21903,24852
246.0,21.0,12.0,1.0,162,42265,42265
241.0,9.0,4.0,1.0,145,34969,34969
236.0,16.5,7.0,1.0,152,21903,24852 21903
235.0,16.5,7.0,1.0,151,24852 21903,21903
234.0,14.5,7.0,1.0,151,17794,17794
234.0,13.0,7.0,1.0,134,40706,40706
233.0,10.5,5.0,1.0,151,21137,13176
226.0,14.5,8.0,1.0,145,24852 47766,24852
219.0,9.0,4.0,1.0,141,13176,21137
215.0,13.0,7.0,1.0,144,21137,24852
212.0,13.0,7.0,1.0,139,47766,24852 47766
211.0,13.0,7.0,1.0,135,47209,13176
210.0,14.5,8.0,1.0,133,24852,24852 47766
210.0,16.5,7.0,1.0,128,24852 21903,24852 21903
210.0,16.5,8.0,1.0,134,22935,22935
206.0,14.5,7.0,1.0,129,9076,9076
206.0,13.0,7.0,1.0,138,24852,21137
204.0,14.5,8.0,1.0,131,24852 47766,47766
204.0,21.0,8.0,1.0,136,21903,13176
202.0,22.5,13.0,1.0,130,21616,21616
198.0,9.0,6.0,1.0,116,37646,37646
198.0,13.0,7.0,1.0,125,13176,47209
196.0,10.5,7.0,1.0,121,19057,19057
196.0,27.0,11.0,1.0,144,47766,21903
195.0,21.0,10.0,1.0,124,21903,42585
193.0,13.0,7.0,1.0,118,28985,24852
192.0,13.0,7.0,1.0,117,24489,24489
191.0,19.0,10.0,1.0,127,24964,24964
190.0,9.0,6.0,1.0,121,47209,24852
190.0,24.5,9.0,1.0,125,42585,24852
188.0,16.5,8.0,1.0,129,13176,21903
187.0,21.0,11.0,1.0,124,24852,42585
186.0,7.0,4.0,1.0,90,5212,5212
186.0,22.5,10.0,1.0,126,42585,21903
186.0,10.5,5.0,1.0,115,46979,46979
183.0,13.0,7.0,1.0,118,28204,28204
182.0,16.5,9.0,1.0,117,26604,26604
181.0,13.0,7.0,1.0,113,24852 47766,24852 47766
180.0,9.0,6.5,1.0,112,24852,47209
179.0,13.0,7.0,1.0,111,48679,48679
179.0,22.5,9.0,1.0,124,30489,24852
178.0,22.5,8.0,1.0,126,21137,21903
177.0,27.0,11.0,1.0,128,21903,47766
176.0,19.0,9.0,1.0,120,24852,30489
172.0,14.5,7.0,1.0,105,8424,8424
171.0,14.5,10.0,1.0,106,12341,12341
171.0,9.0,4.5,1.0,101,13176 21137,13176
170.0,14.5,8.0,1.0,105,45066,45066
170.0,13.0,8.0,1.0,102,27104,27104
167.0,16.5,8.0,1.0,122,26209,24852
167.0,9.0,4.0,1.0,100,13176,13176 21137
165.0,13.0,7.0,1.0,96,35951,35951
164.0,21.0,9.0,1.0,109,21903,47209
164.0,14.5,10.0,1.0,98,40396,40396
164.0,9.0,5.0,1.0,89,22963,22963
162.0,22.5,8.5,1.0,120,24852,49683
161.0,9.0,4.0,1.0,101,43961,43961
160.0,24.5,9.0,1.0,117,49683,24852
159.0,21.0,7.0,1.0,113,21903,21137
157.0,13.0,8.0,1.0,90,43352,43352
156.0,9.0,4.0,1.0,89,21137,13176 21137
