support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
1167.0,14.0,7.0,1.0,620,196,196
427.0,14.0,6.0,1.0,223,26348,26348
393.0,14.0,7.0,1.0,231,41400,41400
377.0,10.0,7.0,1.0,189,24852,24852
369.0,14.0,7.0,1.0,215,20955,20955
341.0,18.0,9.0,1.0,186,46149,46149
321.0,14.0,7.0,1.0,191,37710,37710
315.0,14.0,7.0,1.0,169,46061,46061
302.0,14.0,7.0,1.0,140,31651,31651
281.0,18.0,8.0,1.0,156,46149,196
275.0,18.0,9.0,1.0,156,196,46149
247.0,18.0,8.0,1.0,137,196 46149,196
244.0,18.0,9.0,1.0,137,196,196 46149
239.0,7.0,4.5,1.0,139,44632,44632
234.0,14.0,7.5,1.0,143,46149,196 46149
233.0,14.0,8.0,1.0,142,196 46149,46149
232.0,10.0,5.0,1.0,129,47977,47977
224.0,14.0,8.0,1.0,135,196 46149,196 46149
208.0,7.0,3.0,1.0,114,38928,38928
200.0,14.0,8.0,1.0,131,41844,41844
199.0,10.0,7.0,1.0,102,23909,23909
197.0,25.0,8.0,1.0,137,196,41400
196.0,14.0,7.0,1.0,119,41276,41276
190.0,18.0,9.0,1.0,117,19660,19660
190.0,29.5,10.0,1.0,129,41400,196
185.0,14.0,7.0,1.0,116,40199,40199
182.0,21.5,8.0,1.0,112,196,37710
182.0,10.0,5.0,1.0,100,36316,36316
178.0,18.0,7.0,1.0,105,37710,196
174.0,14.0,7.0,1.0,96,196,31651
165.0,10.0,7.0,1.0,91,21709,21709
163.0,14.0,7.0,1.0,93,31651,196
158.0,10.0,5.0,1.0,97,41400,26348
157.0,10.0,5.0,1.0,96,26348,41400
157.0,14.0,7.0,1.0,75,196,38928
152.0,14.0,7.0,1.0,73,38928,196
152.0,21.5,10.0,1.0,94,46061,196
149.0,21.5,9.0,1.0,91,196,46061
142.0,14.0,7.0,1.0,88,43154,43154
142.0,29.5,11.0,1.0,86,26348,196
142.0,7.0,5.0,1.0,66,47144,47144
142.0,10.0,7.0,1.0,88,35221,35221
141.0,10.0,6.0,1.0,71,15902,15902
139.0,29.5,10.0,1.0,80,196,26348
127.0,21.5,12.0,1.0,68,41276,196
124.0,10.0,6.0,1.0,70,22802,22802
124.0,10.0,6.0,1.0,55,14947,14947
123.0,14.0,6.0,1.0,70,47977,36316
123.0,10.0,6.0,1.0,66,49520,49520
123.0,18.0,8.0,1.0,79,10957,10957
123.0,10.0,6.0,1.0,62,15424,15424
122.0,14.0,7.0,1.0,83,196,40199
121.0,21.5,12.0,1.0,64,196,41276
121.0,14.0,7.0,1.0,81,13176,13176
120.0,21.5,12.0,1.0,79,16953,16953
116.0,18.0,7.0,1.0,73,40199,196
116.0,14.0,5.0,1.0,66,36316,47977
115.0,7.0,5.5,1.0,60,32403,32403
115.0,10.0,7.0,1.0,73,11759,11759
109.0,14.0,7.0,1.0,73,16696,16696
106.0,10.0,6.0,1.0,55,14233,14233
101.0,25.0,11.0,1.0,65,19660,196
99.0,25.0,10.0,1.0,64,196,19660
98.0,14.0,7.0,1.0,60,44632,35221
97.0,14.0,7.0,1.0,54,35221,44632
97.0,10.0,7.0,1.0,61,33198,33198
95.0,14.0,7.0,1.0,62,196,20955
95.0,10.0,6.0,1.0,58,47141,47141
95.0,10.0,7.0,1.0,64,20955,196
94.0,10.0,7.0,1.0,57,41131,41131
94.0,18.0,9.0,1.0,58,5258,5258
94.0,29.5,10.5,1.0,63,46149,41400
93.0,34.0,16.0,1.0,64,41400,37710
92.0,14.0,8.0,1.0,57,40939,40939
91.0,14.0,7.0,1.0,53,44632,44632 35221
90.0,25.0,10.0,1.0,63,41400,46149
89.0,14.0,7.0,1.0,51,35221,44632 35221
89.0,18.0,9.0,1.0,54,49235,49235
88.0,14.0,7.0,1.0,49,44632 35221,44632
88.0,34.0,15.0,1.0,61,37710,41400
87.0,18.0,7.0,1.0,55,46061,26348
86.0,14.0,6.0,1.0,47,10032,10032
85.0,14.0,7.0,1.0,48,44632 35221,35221
85.0,14.0,7.0,1.0,54,21709,44632
84.0,10.0,7.0,1.0,43,38928,31651
84.0,14.0,7.0,1.0,47,44632 35221,44632 35221
83.0,14.0,7.0,1.0,54,44632,21709
83.0,10.0,7.0,1.0,45,31651,38928
82.0,21.5,10.0,1.0,54,6187,6187
82.0,18.0,7.0,1.0,56,41400,46061
81.0,10.0,7.0,1.0,51,27086,27086
78.0,10.0,7.0,1.0,48,21573,21573
77.0,18.0,8.0,1.0,44,26348,46061
77.0,29.5,12.0,1.0,52,46149,37710
77.0,18.0,7.0,1.0,50,25146,25146
76.0,18.0,7.0,1.0,56,46061,41400
75.0,18.0,9.0,1.0,42,196,22802
74.0,21.5,12.0,1.0,44,14715,14715
73.0,14.0,7.0,1.0,47,21709,44632 21709
73.0,14.0,7.0,1.0,46,44632 21709,44632
73.0,21.5,8.0,1.0,49,196 46149,41400
72.0,14.0,7.0,1.0,46,44632,44632 21709
72.0,18.0,12.0,1.0,44,35561,35561
72.0,10.0,6.0,1.0,40,13870,13870
71.0,10.0,7.0,1.0,36,6184,6184
71.0,25.0,10.0,1.0,50,41400,196 46149
70.0,29.5,11.0,1.0,46,37710,46149
69.0,14.0,7.0,1.0,42,37710,20955
69.0,25.0,8.0,1.0,44,46149,46061
69.0,14.0,7.0,1.0,45,44632 21709,21709
68.0,18.0,7.0,1.0,40,22802,196
67.0,14.0,7.0,1.0,41,20955,37710
67.0,7.0,6.0,1.0,37,30450,30450
66.0,25.0,14.0,1.0,46,19660 196,196
66.0,14.0,7.0,1.0,47,24852,41844
66.0,14.0,7.0,1.0,43,196,6184
66.0,14.0,7.0,1.0,45,28199,28199
