support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
1050.0,21.75,13.0,1.0,621,196,196
908.0,16.0,8.0,1.0,524,19660,19660
406.0,19.0,8.0,1.0,259,21386,21386
322.0,13.5,7.0,1.0,201,44632,44632
315.0,19.0,11.0,1.0,187,46149,46149
296.0,19.0,12.0,1.0,185,5258,5258
265.0,16.0,7.0,1.0,155,8859,8859
261.0,13.5,7.0,1.0,167,35221,35221
228.0,13.5,7.0,1.0,149,23288,23288
224.0,16.0,9.0,1.0,141,21709,21709
214.0,19.0,10.5,1.0,125,22802,22802
198.0,16.0,7.0,1.0,118,33198,33198
192.0,21.75,13.0,1.0,113,43154,43154
188.0,21.75,9.5,1.0,110,196,19660
187.0,19.0,8.0,1.0,112,19660,196
183.0,16.0,8.0,1.0,109,14233,14233
177.0,28.0,14.0,1.0,113,46149,196
174.0,16.0,8.0,1.0,110,44632,21709
172.0,28.0,14.0,1.0,110,196,46149
169.0,16.0,8.0,1.0,105,44632,44632 21709
168.0,16.0,8.5,1.0,108,21709,44632
168.0,19.0,10.0,1.0,107,35221,21709
165.0,19.0,10.0,1.0,107,35221,44632
163.0,16.0,8.5,1.0,105,21709,44632 21709
162.0,16.0,8.0,1.0,102,44632 21709,44632
162.0,16.0,8.0,1.0,104,44632 21709,21709
161.0,19.0,10.0,1.0,103,21709,35221
160.0,16.0,8.0,1.0,99,19660,19660 196
158.0,19.0,11.0,1.0,98,44632,35221
158.0,19.0,8.0,1.0,99,196,19660 196
158.0,16.0,8.0,1.0,100,44632 21709,44632 21709
157.0,19.0,10.0,1.0,101,44632 35221,44632
156.0,28.0,14.0,1.0,98,196 46149,196
156.0,19.0,10.0,1.0,99,40939,40939
154.0,19.0,8.0,1.0,92,19660 196,19660
153.0,19.0,10.0,1.0,93,44632,44632 35221
153.0,16.0,10.0,1.0,89,26620,26620
153.0,7.0,5.0,1.0,96,14947,14947
152.0,19.0,10.0,1.0,97,35221,44632 35221
151.0,25.0,13.0,1.0,100,196,196 46149
150.0,19.0,8.0,1.0,92,19660 196,196
149.0,19.0,10.0,1.0,96,44632 35221,35221
145.0,21.75,12.0,1.0,85,14715,14715
145.0,19.0,10.0,1.0,92,44632 35221,44632 35221
144.0,28.0,14.0,1.0,89,196 46149,46149
142.0,16.0,8.0,1.0,85,19660 196,19660 196
