support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
668.0,10.0,6.0,1.0,314,27086,27086
598.0,10.0,5.0,1.0,287,4210,4210
533.0,10.0,6.0,1.0,318,49235,49235
516.0,10.0,6.0,1.0,252,44632,44632
506.0,10.0,4.0,1.0,290,19660,19660
488.0,14.0,7.0,1.0,299,24852,24852
484.0,14.0,7.0,1.0,234,23909,23909
327.0,10.0,7.0,1.0,178,27845,27845
323.0,14.0,7.0,1.0,194,10957,10957
322.0,10.0,6.0,1.0,181,35221,35221
308.0,14.0,7.0,1.0,175,196,196
293.0,10.0,7.0,1.0,145,19348,19348
288.0,10.0,6.0,1.0,127,24838,24838
282.0,10.0,5.0,1.0,147,21709,21709
279.0,10.0,7.0,1.0,149,14947,14947
256.0,14.0,8.0,1.0,117,5785,5785
227.0,30.0,14.5,1.0,143,16953,16953
222.0,21.0,11.0,1.0,124,33198,33198
219.0,10.0,7.0,1.0,96,36011,36011
206.0,7.0,3.0,1.0,112,30450,30450
201.0,14.0,7.0,1.0,116,47141,47141
200.0,7.0,2.0,1.0,71,32403,32403
195.0,10.0,5.0,1.0,120,13176,13176
193.0,7.0,3.0,1.0,76,2120,2120
190.0,14.0,7.0,1.0,122,25146,25146
187.0,21.0,11.0,1.0,115,23734,23734
185.0,10.0,5.0,1.0,92,44632,35221
183.0,10.0,7.0,1.0,109,32478,32478
183.0,10.0,5.0,1.0,92,35221,44632
182.0,10.0,7.0,1.0,113,8859,8859
178.0,10.0,7.0,1.0,98,432,432
177.0,7.0,4.0,1.0,98,44632,21709
176.0,10.0,7.0,1.0,104,23288,23288
173.0,7.0,4.0,1.0,97,21709,44632
170.0,14.0,7.0,1.0,99,41290,41290
170.0,10.0,7.0,1.0,82,46676,46676
169.0,10.0,6.0,1.0,78,44632 35221,35221
168.0,10.0,6.0,1.0,77,44632 35221,44632
168.0,10.0,5.0,1.0,76,44632,44632 35221
168.0,10.0,6.0,1.0,77,35221,44632 35221
166.0,7.0,4.0,1.0,88,44632,44632 21709
166.0,7.0,5.0,1.0,92,1463,1463
165.0,10.0,5.0,1.0,83,35221,21709
164.0,14.0,7.0,1.0,94,47977,47977
164.0,10.0,6.0,1.0,88,14233,14233
163.0,14.0,7.0,1.0,84,26165,26165
163.0,7.0,4.0,1.0,91,44632 35221,44632 35221
162.0,7.0,4.0,1.0,86,21709,44632 21709
161.0,7.0,4.0,1.0,82,44632 21709,44632
160.0,7.0,4.0,1.0,93,21709,35221
157.0,7.0,2.0,1.0,48,19677,19677
157.0,7.0,4.0,1.0,78,44632 21709,21709
154.0,7.0,4.0,1.0,75,44632 21709,44632 21709
152.0,10.0,7.0,1.0,89,47144,47144
149.0,26.0,13.0,1.0,109,31506,31506
148.0,21.0,11.0,1.0,103,5077,5077
143.0,7.0,3.0,1.0,42,27086,4210
142.0,14.0,7.0,1.0,88,44799,44799
142.0,7.0,3.0,1.5,42,4210,27086
136.0,10.0,7.0,1.0,68,20842,20842
135.0,10.0,3.0,1.0,77,21386,21386
131.0,10.0,6.0,1.0,75,36316,36316
129.0,10.0,5.0,1.0,61,27086,24838
128.0,10.0,5.0,2.0,52,24838,27086
127.0,14.0,8.0,1.0,71,31981,31981
125.0,17.5,7.0,1.0,81,39581,39581
124.0,7.0,6.0,1.0,67,11520,11520
123.0,14.0,9.0,1.0,83,16185,16185
123.0,14.0,8.0,1.0,78,35951,35951
121.0,14.0,8.0,1.0,65,43631,43631
121.0,7.0,4.0,1.0,70,35221,44632 21709
118.0,30.0,18.5,1.0,67,33000,33000
116.0,7.0,4.0,1.0,63,44632 35221,21709
114.0,7.0,4.0,1.0,61,44632 21709,35221
113.0,7.0,4.0,1.0,60,44632 35221,44632 21709
113.0,21.0,12.0,1.0,70,42736,42736
113.0,7.0,4.0,1.0,63,35221,44632 35221 21709
113.0,21.0,9.0,1.0,74,5782,5782
112.0,21.0,10.5,1.0,75,16696,16696
111.0,7.0,4.0,1.0,61,44632,44632 35221 21709
111.0,21.0,12.0,1.0,74,31683,31683
111.0,7.0,4.0,1.0,60,21709,44632 35221
111.0,7.0,3.0,1.0,54,41276,41276
111.0,7.0,4.0,1.0,59,44632 35221,44632 35221 21709
110.0,17.5,8.0,1.0,68,5258,5258
109.0,14.0,7.0,1.0,73,12916,12916
109.0,7.0,4.0,1.0,56,44632 21709,44632 35221
108.0,7.0,4.0,1.0,57,21709,44632 35221 21709
107.0,17.5,10.0,1.0,73,10673,10673
107.0,7.0,4.0,1.0,53,44632 35221 21709,44632
107.0,7.0,4.0,1.0,53,44632 35221 21709,35221
107.0,7.0,4.0,1.0,53,44632 35221 21709,21709
107.0,7.0,4.0,1.0,54,44632 21709,44632 35221 21709
106.0,7.0,4.0,1.0,52,44632 35221 21709,44632 35221
106.0,7.0,4.0,1.0,52,44632 35221 21709,44632 21709
106.0,46.0,24.5,1.0,80,27796,27796
105.0,7.0,4.0,1.0,51,44632 35221 21709,44632 35221 21709
105.0,10.0,7.0,1.0,58,34050,34050
104.0,14.0,7.0,1.0,70,43295,43295
104.0,17.5,10.0,1.0,66,15424,15424
103.0,14.0,7.0,1.0,59,13249,13249
102.0,10.0,7.0,1.0,58,27086,5785
100.0,17.5,8.0,1.0,69,1940,1940
100.0,10.0,6.0,1.0,48,3957,3957
99.0,10.0,7.0,1.0,54,5785,27086
99.0,10.0,6.0,1.0,71,16797,16797
98.0,14.0,8.0,1.0,49,20940,20940
98.0,14.0,7.0,1.0,53,5479,5479
96.0,26.0,13.0,1.0,67,35898,35898
95.0,3.0,1.0,1.5,46,4210,19677
93.0,14.0,6.0,1.0,49,43154,43154
93.0,3.0,1.0,2.0,43,19677,4210
92.0,10.0,4.0,1.0,61,27966,27966
88.0,10.0,7.0,1.0,56,26620,26620
87.0,17.5,11.0,1.0,58,42356,42356
86.0,17.5,8.5,1.0,52,10032,10032
86.0,14.0,9.0,1.0,42,46149,46149
86.0,17.5,9.5,1.0,62,40332,40332
85.0,14.0,8.0,1.0,44,26620,44632
84.0,10.0,6.0,1.0,49,651,651
82.0,14.0,8.0,1.0,54,44987,44987
82.0,10.0,6.0,1.0,46,27344,27344
81.0,14.0,7.0,1.0,54,23909,24852
81.0,10.0,6.0,1.0,52,44632,26620
80.0,14.0,6.0,1.0,45,41131,41131
79.0,14.0,7.0,1.0,51,24852,23909
78.0,10.0,7.0,1.0,38,27086,36011
78.0,10.0,7.0,1.0,40,36011,27086
77.0,14.0,7.0,1.0,53,21333,21333
77.0,14.0,7.0,1.0,48,30233,30233
76.0,7.0,4.0,1.0,33,29447,29447
72.0,10.0,7.0,1.0,45,35914,35914
72.0,14.0,7.5,1.0,44,18441,18441
70.0,14.0,7.0,1.0,34,44632,14947
70.0,14.0,7.0,1.0,34,26620,35221
70.0,14.0,7.0,1.0,31,14947,44632
69.0,10.0,7.0,2.0,32,36011,5785
68.0,10.0,4.0,1.0,33,24838,44632
68.0,10.0,4.0,1.0,38,44632,24838
68.0,7.0,2.0,1.0,32,19348,4210
68.0,21.0,7.0,1.0,48,27323,27323
68.0,7.0,3.0,1.0,29,4210,19348
67.0,30.0,12.0,1.0,51,24852,16953
67.0,10.0,7.0,1.0,31,5785,36011
66.0,10.0,5.5,1.0,32,7948,7948
66.0,7.0,5.0,1.0,39,33754,33754
66.0,14.0,7.0,1.0,35,35221,26620
65.0,46.0,15.0,1.0,50,16953,24852
65.0,10.0,4.0,1.0,34,44632,27086
64.0,7.0,2.0,2.0,11,2120,41276
64.0,3.0,1.0,2.0,30,27086,19677
64.0,14.0,5.5,1.0,43,46088,46088
64.0,30.0,13.0,1.0,50,7751,7751
63.0,17.5,8.5,1.0,47,47766,47766
63.0,26.0,14.0,1.0,40,23375,23375
62.0,3.0,2.0,2.0,28,19677,27086
62.0,10.0,4.0,1.0,35,27086,44632
62.0,3.0,2.0,1.0,30,41276,2120
62.0,7.0,3.0,1.0,30,19660,49235
62.0,14.0,7.0,1.0,34,42828,42828
61.0,10.0,6.0,1.0,33,27325,27325
60.0,7.0,4.0,1.0,36,21137,21137
60.0,10.0,7.0,1.0,37,40174,40174
60.0,30.0,14.0,1.0,39,41844,41844
60.0,10.0,5.0,1.0,38,25466,25466
60.0,10.0,5.5,1.0,35,14715,14715
60.0,10.0,7.0,1.0,39,18531,18531
60.0,7.0,2.0,4.5,12,49235,32403
59.0,7.0,3.0,4.5,12,32403,49235
