support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
670.0,5.0,1.0,1.0,374,24852,24852
546.0,7.0,1.0,1.0,320,21903,21903
469.0,6.0,1.0,1.0,259,42585,42585
444.0,8.0,6.0,1.0,245,13176,13176
389.0,2.0,0.0,1.0,198,26209,26209
337.0,5.0,1.0,1.0,189,30489,30489
329.0,7.0,3.0,1.0,180,47626,47626
303.0,8.0,4.0,1.0,167,47766,47766
302.0,5.0,1.0,1.0,173,24964,24964
289.0,10.0,5.0,1.0,175,47209,47209
254.0,3.0,1.0,1.0,144,17794,17794
245.0,11.0,7.0,1.0,147,49683,49683
241.0,3.0,0.0,1.0,134,21903,24852
240.0,2.0,0.0,1.0,139,24852,21903
236.0,1.0,0.0,1.0,128,24852,26209
234.0,1.0,0.0,1.0,129,26209,24852
211.0,3.0,0.0,1.0,115,21903,42585
210.0,10.0,5.0,1.0,131,21137,21137
210.0,3.0,0.0,1.0,118,42585,21903
203.0,1.0,0.0,1.0,110,24852,42585
203.0,3.0,0.0,1.0,110,24852 21903,24852
202.0,1.0,0.0,1.0,114,42585,24852
201.0,1.0,0.0,1.0,108,26209,42585
200.0,3.0,0.0,1.0,108,24852 21903,21903
198.0,3.0,0.0,1.0,104,24852,24852 21903
197.0,1.0,0.0,1.0,108,42585,26209
195.0,2.0,0.0,1.0,111,21903,24852 21903
191.0,2.0,0.0,1.0,93,26209,21903
191.0,2.0,0.0,1.0,97,31506,31506
191.0,1.0,0.0,1.0,96,24852 26209,24852
189.0,6.0,1.0,1.0,113,28985,28985
189.0,1.0,0.0,1.0,96,24852,24852 26209
189.0,14.0,7.0,1.0,108,42265,42265
186.0,2.0,0.0,1.0,102,24852 21903,24852 21903
185.0,2.0,0.0,1.0,91,21903,26209
182.0,1.0,0.0,1.0,93,26209,24852 26209
181.0,3.0,0.0,1.0,109,21903,24964
181.0,3.0,0.0,1.0,110,24964,21903
180.0,1.0,0.0,1.0,86,24852 26209,26209
174.0,1.0,0.0,1.0,81,24852 26209,24852 26209
173.0,15.0,7.0,1.0,109,22935,22935
167.0,2.0,0.0,1.0,93,24964,42585
164.0,2.0,0.0,1.0,83,42585,30489
164.0,6.0,1.0,1.0,99,47766,24852
162.0,3.0,0.0,1.0,93,21903,30489
162.0,7.0,1.0,1.0,96,24852,47766
162.0,2.0,0.0,1.0,88,42585,24964
