support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
2560.0,14.0,7.0,1.0,1389,24852,24852
1113.0,14.0,7.0,1.0,625,23909,23909
1082.0,14.0,7.0,1.0,594,13176,13176
694.0,14.0,8.0,1.0,358,49235,49235
668.0,14.0,7.0,1.0,410,16797,16797
633.0,16.0,9.0,1.0,404,5077,5077
596.0,14.0,8.0,1.0,313,4210,4210
576.0,14.0,7.0,1.0,347,21137,21137
561.0,10.0,6.0,1.0,349,27845,27845
549.0,16.0,9.0,1.0,338,42450,42450
475.0,14.0,8.0,1.0,274,19348,19348
472.0,14.0,7.0,1.0,258,27086,27086
409.0,14.0,8.0,1.0,212,37158,37158
388.0,16.0,8.0,1.0,240,27344,27344
384.0,14.0,8.0,1.0,240,432,432
383.0,14.0,7.0,1.0,225,27966,27966
375.0,10.0,6.0,1.0,212,5785,5785
370.0,16.0,9.0,1.0,249,9076,9076
368.0,10.0,6.0,1.0,223,10957,10957
362.0,14.0,8.0,1.0,187,32403,32403
360.0,16.0,9.0,1.0,220,46842,46842
352.0,16.0,9.0,1.0,222,7781,7781
349.0,14.0,7.0,1.0,186,30489,30489
344.0,14.0,7.0,1.0,193,47144,47144
343.0,14.0,7.0,1.0,174,31981,31981
342.0,7.0,4.0,1.0,187,36011,36011
334.0,16.0,7.0,1.0,242,24852,16797
329.0,16.0,8.0,1.0,228,41844,41844
324.0,16.0,9.0,1.0,207,21333,21333
320.0,14.0,7.0,1.0,161,13249,13249
318.0,14.0,7.0,1.0,167,35951,35951
312.0,19.0,9.0,1.0,200,21903,21903
309.0,14.0,7.0,1.0,176,16965,16965
306.0,14.0,7.0,1.0,174,1940,1940
301.0,16.0,8.0,1.0,210,16797,24852
299.0,22.0,13.0,1.0,186,10673,10673
275.0,14.0,7.0,1.0,182,47209,47209
275.0,16.0,9.0,1.0,176,47766,47766
274.0,16.0,8.0,1.0,182,40310,40310
270.0,14.0,7.0,1.0,175,13870,13870
266.0,14.0,7.0,1.0,156,28204,28204
266.0,14.0,7.0,1.0,159,33754,33754
255.0,28.0,14.0,1.0,189,16953,16953
249.0,19.0,9.0,1.0,146,10132,10132
247.0,16.0,8.0,1.0,146,20995,20995
242.0,16.0,8.0,1.0,169,39275,39275
241.0,14.0,7.0,1.0,131,24838,24838
240.0,16.0,8.0,1.0,163,22035,22035
238.0,22.0,10.0,1.0,153,4920,4920
237.0,22.0,11.0,1.0,157,20955,20955
229.0,10.0,6.0,1.0,132,33198,33198
228.0,7.0,3.0,1.0,134,40709,40709
226.0,22.0,12.0,1.0,144,33129,33129
226.0,19.0,10.0,1.0,156,23734,23734
224.0,16.0,8.0,1.0,157,40332,40332
223.0,14.0,8.0,1.0,124,39581,39581
219.0,14.0,8.0,1.0,139,25146,25146
218.0,10.0,6.0,1.0,133,24489,24489
216.0,25.0,8.0,1.0,154,23909,24852
215.0,22.0,8.0,1.0,151,24852,23909
