support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
305.0,20.5,11.0,1.0,183,41400,41400
282.0,20.5,12.0,1.0,194,37710,37710
205.0,14.25,11.0,1.0,150,46061,46061
188.0,20.5,12.5,1.0,120,31651,31651
185.0,20.5,11.5,1.0,118,26348,26348
115.0,20.5,14.0,1.0,78,196,196
111.0,27.0,13.0,1.0,78,40199,40199
86.0,20.5,13.0,1.0,54,41400,26348
81.0,20.5,13.0,1.0,50,26348,41400
72.0,14.25,9.5,1.0,55,46061,41400
71.0,14.25,9.0,1.0,57,41400,46061
64.0,7.0,6.0,1.0,43,6184,6184
53.0,20.5,8.0,1.0,36,38928,38928
53.0,27.0,14.0,1.0,33,35561,35561
48.0,14.25,12.0,1.0,38,26348,46061
45.0,14.25,13.0,1.0,37,46061,26348
44.0,30.0,14.0,1.0,35,41400,37710
42.0,30.0,11.0,1.0,31,37710,41400
39.0,27.0,14.0,1.0,33,11759,11759
36.0,30.0,14.0,2.0,21,41400,196
34.0,30.0,12.0,2.0,20,196,41400
34.0,30.0,19.0,1.0,19,196,37710
34.0,30.0,21.0,1.0,21,37710,196
31.0,20.5,12.0,1.0,26,26348,37710
29.0,14.25,12.0,1.0,23,41400,40199
28.0,7.0,4.0,1.0,17,41276,41276
26.0,20.5,14.0,1.0,17,26348,196
26.0,14.25,12.0,1.0,21,40199,26348
25.0,14.25,9.5,1.0,19,26348,40199
25.0,30.0,13.0,1.0,17,196,26348
25.0,20.5,16.0,1.0,15,46149,46149
24.0,14.25,12.5,1.0,20,40199,41400
24.0,27.0,14.0,1.0,22,46061,37710
23.0,20.5,17.0,1.0,14,40199,46061
23.0,30.0,22.0,1.0,15,40199,196
22.0,20.5,14.0,1.0,13,196 46149,196
22.0,14.25,8.0,1.0,14,32403,32403
22.0,14.25,13.0,1.0,15,196,46149
22.0,30.0,20.5,1.0,14,196,40199
22.0,20.5,11.0,1.0,17,37710,26348
22.0,20.5,14.0,1.0,13,46149,196
22.0,20.5,15.5,1.0,15,46061,196
21.0,14.25,13.0,1.0,14,196,196 46149
21.0,14.25,13.0,1.0,17,46061,40199
20.0,20.5,17.0,1.0,15,196,46061
20.0,14.25,13.5,1.0,15,196 46149,46149
19.0,14.25,13.5,1.0,14,46149,196 46149
19.0,7.0,6.0,1.0,18,13176,13176
19.0,14.25,13.5,1.0,14,196 46149,196 46149
18.0,30.0,22.0,1.0,13,37710,40199
18.0,30.0,15.5,1.0,11,46061,31651
17.0,30.0,23.0,1.0,13,40199,37710
17.0,56.0,29.0,1.0,12,38928,41400
17.0,30.0,15.0,1.0,12,37710,11759
17.0,52.25,30.0,1.0,14,41400,38928
16.0,27.0,9.0,1.0,11,26348,31651
15.0,30.0,14.0,1.0,12,37710,46061
15.0,14.25,3.5,1.0,14,37710,31651
15.0,14.25,13.0,2.0,8,40396,40396
15.0,20.5,13.0,1.0,11,31651,26348
