support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
42.0,11.0,7.0,1.0,27,16965,16965
20.0,30.0,21.0,1.0,12,46802,46802
17.0,16.5,12.5,1.0,9,42450,42450
11.0,30.0,26.0,6.0,2,20955,20955
9.0,30.0,26.0,2.0,4,20955,46802
9.0,30.0,26.0,2.0,4,46802,20955
8.0,30.0,26.0,1.0,5,21137,21137
8.0,30.0,27.0,1.0,5,21137,20955
8.0,30.0,26.0,2.0,4,20955,21137
8.0,30.0,25.5,1.5,4,46802,21137
7.0,43.0,27.5,1.0,5,21137,46802
4.0,11.0,7.5,2.0,3,9076,9076
3.0,22.75,17.0,1.0,3,21386,21386
3.0,6.5,6.0,1.0,3,46654,46654
3.0,6.5,6.0,1.0,3,46654,37158
3.0,6.5,6.0,1.0,3,37158,46654
3.0,6.5,6.0,1.0,3,37158,37158
2.0,22.75,22.0,1.5,2,43631,43631
2.0,22.75,21.0,1.5,2,18523,18523
2.0,6.5,1.0,1.5,2,2120,2120
2.0,30.0,17.0,1.5,2,20995,20995
