support,max_intertime,median_intratime,median_period_occurences,num_periods,X,Y
717.0,13.5,7.0,1.0,415,24852,24852
577.0,10.0,7.0,1.0,357,13176,13176
358.0,13.5,8.0,1.0,243,21903,21903
330.0,13.5,7.0,1.0,219,21137,21137
319.0,10.0,7.0,1.0,198,16797,16797
202.0,10.0,7.0,1.0,121,43352,43352
168.0,10.0,7.0,1.0,111,47766,47766
157.0,13.5,8.0,1.0,100,39275,39275
138.0,19.0,8.0,1.0,102,13176,21903
137.0,7.0,4.0,1.0,95,9076,9076
135.0,25.0,8.0,1.0,97,21903,13176
133.0,7.0,6.0,1.0,95,4920,4920
130.0,13.5,7.5,1.0,78,49683,49683
126.0,16.0,9.0,1.0,81,5077,5077
120.0,16.0,7.5,1.0,77,27966,27966
119.0,19.0,10.5,1.0,79,26209,26209
117.0,16.0,8.5,1.0,77,47209,47209
116.0,10.0,7.0,1.0,55,27521,27521
115.0,10.0,7.0,1.0,73,12341,12341
115.0,37.0,11.0,1.0,86,13176,21137
112.0,28.0,7.5,1.0,82,21137,13176
112.0,13.5,7.0,1.0,79,16797,24852
111.0,16.0,8.0,1.0,76,24852,16797
105.0,13.5,6.0,1.0,65,28985,28985
104.0,13.5,8.0,1.0,61,30489,30489
101.0,7.0,5.0,1.0,74,43352,16797
99.0,10.0,7.0,1.0,64,16797,43352
99.0,19.0,8.0,1.0,65,42265,42265
98.0,13.5,8.0,1.0,62,40706,40706
97.0,7.0,4.0,1.0,61,32689,32689
93.0,10.0,6.0,1.0,50,35951,35951
88.0,13.5,7.0,1.0,57,24852 16797,24852
87.0,13.5,7.0,1.0,60,5876,5876
86.0,13.5,7.5,1.0,60,24852,24852 16797
86.0,16.0,7.0,1.0,63,13176,13176 21903
83.0,34.0,12.0,1.0,65,21137,21903
82.0,13.5,7.0,1.0,52,24852,4920
82.0,13.5,8.0,1.0,51,27104,27104
82.0,19.0,11.0,1.0,61,13176 21903,21903
81.0,22.0,9.0,1.0,58,21903,13176 21903
81.0,25.0,9.0,1.0,62,24852,21137
80.0,19.0,8.0,1.0,54,29487,29487
80.0,7.0,6.0,1.0,54,43352,16797 43352
80.0,13.5,6.0,1.0,55,26604,26604
80.0,16.0,7.0,1.0,57,13176 21903,13176
79.0,30.5,12.5,1.0,58,21137,24852
77.0,37.0,14.5,1.0,59,21903,21137
77.0,10.0,7.0,1.0,50,10749,10749
77.0,7.0,6.0,1.0,54,16797,16797 43352
76.0,10.0,7.0,1.0,49,4920,24852
76.0,13.5,8.0,1.0,49,8518,8518
76.0,7.0,6.0,1.0,54,16797 43352,43352
75.0,10.0,6.0,1.0,46,5450,5450
75.0,22.0,11.0,1.0,52,4605,4605
75.0,10.0,7.0,1.0,48,16797,24852 16797
75.0,13.5,7.0,1.0,46,24852 16797,16797
75.0,16.0,8.0,1.0,47,22935,22935
74.0,13.5,7.0,1.0,43,24964,24964
74.0,10.0,5.5,1.0,43,28842,28842
74.0,10.0,6.0,1.0,50,8277,8277
72.0,10.0,6.0,1.0,46,21288,21288
72.0,16.0,7.0,1.0,49,43352,13176
72.0,7.0,6.0,1.0,50,16797 43352,16797
71.0,7.0,6.0,1.0,50,9076,16797
71.0,16.0,7.5,1.0,50,13176,43352
71.0,16.0,7.5,1.0,41,39877,39877
70.0,19.0,10.0,1.0,48,34969,34969
70.0,22.0,10.0,1.0,50,47766,24852
69.0,13.5,7.5,1.0,51,24852,47766
69.0,7.0,5.5,1.0,53,21938,21938
69.0,16.0,8.5,1.0,48,28204,28204
69.0,13.5,7.0,1.0,38,15290,15290
68.0,13.5,7.0,1.0,40,24852 16797,24852 16797
67.0,22.0,9.0,1.0,51,21903,24852
