user_id,y,support,occurrences_left
167940,27344,6.0,0.0
61448,23909,20.0,0.0
61448,23734,18.0,0.0
61448,10957,25.0,0.0
172042,23734,7.0,0.0
180242,16953,37.0,0.0
53273,10673,7.0,0.5
159771,43154,244.0,0.0
90139,17122,66.0,-3.0
90139,31683,67.0,-2.0
90139,41844,139.0,-1.0
90139,24852,184.0,0.0
90139,196,116.0,-1.0
90139,27796,82.0,-1.0
90139,5077,13.0,0.0
90139,40310,95.0,0.0
90139,33129,91.0,-2.0
90139,20955,143.0,-1.0
90139,16797,112.0,0.0
90139,31981,41.0,-2.0
73757,20995,118.0,0.0
73757,13176,417.0,-3.0
53280,22935,4.0,0.0
45104,26604,9.0,0.0
45104,10957,597.0,0.0
180275,33129,6.0,-2.0
180275,46842,6.0,0.0
180275,27323,3.0,0.0
180275,41276,9.0,0.0
12345,27796,60.0,-1.0
131132,41844,264.0,-2.0
131132,24852,145.0,-1.0
131132,19348,64.0,0.0
131132,5077,473.0,-4.0
131132,10957,135.0,-2.0
4159,46802,13.0,0.0
4159,44632,413.0,0.0
57409,42240,8.0,0.0
110669,45603,131.0,-1.0
192589,41220,6.0,0.0
192589,21903,3.0,-1.0
114777,31683,10.0,0.0
12378,26209,4.0,0.0
12378,9076,24.0,-1.0
12378,23734,6.0,-1.0
12378,40332,12.0,0.0
180316,10673,6.0,0.0
180316,31683,5.0,0.0
45151,15424,24.0,0.0
90206,21137,16.0,-1.0
90206,2086,77.0,-5.0
90206,23288,141.0,-2.0
90206,26604,3.0,-1.0
122977,196,11.0,0.0
122977,8859,3.0,0.0
110688,21376,5.0,0.0
110688,25146,7.0,0.0
110688,13870,25.0,-2.0
110688,4799,5.0,0.0
4195,13249,50.0,-1.0
4195,16797,10.0,0.0
4195,10957,12.0,0.0
82020,22963,6.0,0.0
155752,24852,61.0,0.0
155752,5077,15.0,0.0
155752,27325,14.0,0.0
61553,23909,6.0,0.0
61553,44632,6.0,-1.0
61553,33129,13.0,0.0
61553,16797,10.0,0.0
184432,19348,2.0,0.5
188538,15424,349.0,0.0
118911,21288,12.0,0.0
127102,9076,24.0,-1.0
127102,16797,43.0,-1.0
200833,38293,22.0,-1.0
200833,47141,30.0,-2.0
200833,46842,11.0,0.0
61573,24852,36.0,-1.0
61573,2086,11.0,0.0
61573,13176,56.0,0.0
12423,17122,10.0,0.0
12423,41844,13.0,-3.0
12423,23909,23.0,0.0
12423,25146,165.0,-1.0
155790,6187,19.0,0.0
192657,21137,12.0,-2.0
196758,28993,34.0,0.0
196758,38444,6.0,0.0
172180,39877,40.0,0.0
172180,5479,185.0,0.0
172180,27086,6.0,0.0
196757,5077,12.0,0.0
41122,10032,161.0,-1.0
41122,40709,108.0,-1.0
32941,8859,248.0,0.0
143532,44799,6.0,-1.0
147633,32864,3.0,0.0
147633,40709,150.0,-1.0
147633,24838,28.0,-1.0
147633,49520,107.0,-3.0
147633,21137,52.0,0.0
147633,24852,119.0,-5.0
147633,19348,15.0,-3.5
147633,5077,106.0,0.0
147633,35221,60.0,0.0
147633,13176,40.0,-1.0
147633,44632,40.0,-1.0
147633,35898,68.0,-3.0
147633,20955,17.0,0.0
176310,47141,10.0,0.0
53432,24852,62.0,0.0
53432,16953,18.0,0.0
118972,42240,3.0,0.0
188610,9076,12.0,0.0
114880,42450,241.0,0.0
110787,20955,20.0,0.0
49353,21019,75.0,-2.0
49356,31553,13.0,-5.0
49356,26209,10.0,-2.0
