user_id,y,support,occurrences_left
83022,40199,111.0,0.0
15453,6184,7.0,-1.0
15453,13176,3.0,0.0
151691,41400,305.0,0.0
98478,40199,111.0,-3.0
79027,41400,305.0,0.0
142525,31651,188.0,0.0
129231,27845,3.0,0.0
134360,26348,4.0,0.0
190686,40199,18.0,0.0
83169,196,115.0,0.0
70891,196,147.0,0.0
70891,12916,10.0,0.0
173292,35561,53.0,0.0
169200,6184,13.0,0.0
169200,37710,13.0,-1.0
110837,26348,207.0,-1.0
110837,37710,313.0,-1.0
152850,31651,3.0,0.0
152850,19660,5.0,0.0
87315,19660,14.0,0.0
125228,40199,18.0,0.0
125228,37710,17.0,0.0
185672,26348,4.0,0.0
159052,196,121.0,0.0
11619,31651,3.0,0.0
4485,196,26.0,0.0
125331,37710,326.0,0.0
68003,41400,42.0,0.0
68003,46061,15.0,0.0
11683,9387,12.0,0.0
37284,38928,17.0,0.0
37284,41400,17.0,0.0
130476,16797,3.0,0.0
146861,46061,4.0,0.0
202163,40199,25.0,0.0
202163,26348,185.0,-1.0
198076,41400,17.0,-1.0
193993,11759,3.0,0.0
43483,37710,14.0,0.0
43483,11759,56.0,0.0
153058,40199,111.0,-1.0
19949,40199,5.0,0.0
182771,43154,9.0,0.0
144886,37710,282.0,0.0
170502,38928,17.0,0.0
181795,41400,42.0,0.0
181795,37710,326.0,-3.0
43559,46061,4.0,0.0
119354,21137,5.0,0.5
188989,26348,4.0,0.0
32328,15424,6.0,0.0
180827,31651,3.0,0.0
180827,41400,15.0,0.0
180827,46061,13.0,0.0
185954,196,115.0,0.0
48739,41400,42.0,-1.0
186988,41400,4.0,0.0
34427,46149,12.0,0.0
34427,41400,11.0,0.0
45703,26620,3.0,-1.0
45703,33198,12.0,0.0
189090,21573,8.0,0.0
118451,38928,5.0,0.0
171710,21573,8.0,-3.0
80583,26620,8.0,0.0
166601,41400,401.0,-2.0
166601,46061,299.0,-3.0
115420,43154,11.0,-9.5
115420,26348,187.0,-9.5
124645,196,115.0,0.0
204519,26348,207.0,-2.0
204519,37710,313.0,-2.0
101103,26348,3.0,-1.0
13039,37710,68.0,0.0
58118,31651,188.0,0.0
11020,40199,5.0,0.0
65305,19660,14.0,0.0
118560,46061,15.0,0.0
7978,31651,188.0,0.0
7978,41400,316.0,0.0
7978,6184,19.0,-2.0
70447,196,41.0,0.0
70447,46149,14.0,0.0
70447,37710,34.0,0.0
17232,196,62.0,1.0
17232,41400,34.0,1.0
17232,26348,25.0,0.0
20316,26348,185.0,0.0
80771,196,36.0,0.0
80771,41400,305.0,0.0
121735,38928,67.0,-2.0
121735,37710,296.0,-4.0
165797,37710,44.0,0.0
167880,16953,7.0,0.0
11249,46149,12.0,0.0
11249,41400,305.0,0.0
11249,26348,86.0,0.0
172020,41400,305.0,-2.0
