user_id,y,support,occurrences_left
70668,38928,85.0,0.0
153629,432,119.0,-3.5
153629,27845,537.0,-4.5
70701,14233,6.0,0.5
109612,32478,165.0,0.0
50282,19348,31.0,1.0
90242,32478,165.0,-1.0
181392,24852,4.0,0.0
181392,27845,505.0,-1.0
3269,49235,1199.0,1.0
3269,27845,1228.0,1.5
3269,47144,194.0,-3.0
3269,36011,313.0,1.5
165071,38689,365.0,2.0
165071,27845,636.0,2.0
100604,4210,15.0,0.0
39181,49235,55.0,0.0
39181,19348,53.0,1.0
39181,39581,84.0,1.0
39181,43295,49.0,1.0
3343,31981,5.0,0.0
157979,27845,2.0,-3.5
157979,46906,10.0,0.0
145706,432,88.0,0.0
51501,29487,3.0,0.0
195903,38928,85.0,-3.0
21843,4210,15.0,0.0
21843,19348,37.0,0.0
21843,23909,51.0,0.0
25949,24838,27.0,0.0
190812,13249,125.0,-45.5
190812,4210,6.0,-1.0
190812,47144,158.0,-21.0
190812,27086,256.0,-55.0
139625,30233,15.0,0.0
30067,49235,14.0,-1.0
30067,25146,45.0,0.5
30067,40174,14.0,-1.0
142711,27086,8.0,0.0
132490,24838,7.0,-2.0
34189,24852,2.0,0.5
117139,42701,3.0,0.0
175517,27845,505.0,-1.0
118182,29487,3.0,0.0
99753,38689,365.0,1.0
99753,27845,636.0,1.0
6600,49235,3.0,0.0
6600,39877,15.0,0.0
6600,28199,18.0,0.0
6600,19677,9.0,0.0
6600,40174,8.0,0.5
29137,24852,68.0,0.0
29137,27845,20.0,0.5
167391,27845,505.0,0.0
2547,49235,29.0,-2.0
2547,19348,363.0,0.0
138747,329,16.0,-17.0
138747,27086,241.0,-6.5
172537,4210,6.0,0.0
40448,28427,5.0,0.0
107011,5025,3.0,0.0
46597,1463,4.0,-3.0
46597,19677,4.0,0.0
187922,23909,150.0,-14.0
187922,47144,159.0,-2.0
171539,29447,6.0,0.0
6675,19660,19.0,1.0
17997,4210,328.0,-2.0
17997,19348,564.0,1.0
17997,27086,350.0,-1.0
133723,40939,3.0,0.0
24166,4210,328.0,-2.0
24166,19348,564.0,-1.0
24166,27086,111.0,1.0
178818,49235,508.0,-1.0
84613,24852,20.0,-8.0
84613,28199,16.0,0.0
84613,46906,32.0,0.0
84613,27086,12.0,-4.0
84613,32478,6.0,0.0
84627,47144,136.0,0.0
39577,38928,85.0,-1.0
39577,39108,2.0,0.5
85656,43352,5.0,0.0
170678,20940,43.0,-1.0
170678,26348,2.0,-2.5
82612,27086,8.0,0.0
68279,32403,117.0,0.0
2757,23909,150.0,-13.0
2757,47144,159.0,-3.0
155369,38928,18.0,0.0
155369,21573,11.0,0.5
155369,32478,5.0,0.5
6930,4210,15.0,0.0
6930,23909,15.0,0.0
82725,27845,2.0,0.5
82725,47209,8.0,0.0
186159,38928,7.0,0.0
40802,28199,6.0,0.0
26489,4210,222.0,0.0
26489,19348,129.0,0.5
26489,19677,22.0,-2.5
58236,43352,5.0,0.0
62333,13249,2.0,0.5
181144,42701,3.0,0.0
173983,1463,4.0,-3.0
107431,13575,3.0,0.0
178164,21137,9.0,-1.0
178164,46906,7.0,-1.0
