user_id,y,support,occurrences_left
204801,14947,225.0,0.0
204801,12916,92.0,0.0
204801,35221,1348.0,0.0
204801,44632,2031.0,0.0
204801,21709,1585.0,0.0
38918,21709,224.0,-1.0
51209,196,17.0,0.0
51209,37710,47.0,0.0
174099,14233,5.0,-1.0
196629,16696,94.0,-1.0
106530,41276,117.0,0.0
151588,22802,46.0,-3.0
151588,196,32.0,0.0
151588,46149,31.0,-1.0
151588,5258,42.0,0.0
151588,19660,259.0,0.0
143421,5258,7.0,0.0
12362,47977,11.0,-1.0
36939,196,1078.0,-2.0
36939,12916,22.0,0.0
57428,43154,192.0,-1.0
45146,35221,1246.0,0.0
45146,44632,1492.0,0.0
45146,21709,1278.0,0.0
200797,46149,4.0,0.0
165989,196,1050.0,-3.0
43124,196,1383.0,0.0
196730,19660,908.0,-1.0
30913,27325,39.0,-2.0
63681,26165,44.0,0.0
127197,46149,4.0,-1.0
127197,37710,26.0,0.0
129246,8859,265.0,0.0
141559,33198,198.0,-3.0
61687,23288,228.0,0.0
61687,20955,9.0,-1.0
190737,44632,18.0,0.0
190737,21709,8.0,0.0
86292,44632,18.0,0.0
86292,21709,8.0,0.0
80152,21386,406.0,-3.0
188699,23288,11.0,0.0
20762,35221,532.0,-1.0
20762,26620,337.0,-3.0
20762,21709,480.0,-3.0
184615,33198,198.0,-1.0
125259,23288,228.0,0.0
8525,196,13.0,-1.0
4433,22802,214.0,0.0
164179,43154,265.0,0.0
133472,22802,76.0,0.0
133472,196,1226.0,0.0
133472,12916,22.0,0.0
133472,46149,339.0,0.0
196970,196,47.0,-2.0
196970,40939,210.0,-6.0
168302,47977,70.0,-1.0
94582,22802,11.0,-1.0
63865,196,1067.0,0.0
63865,14233,9.0,0.0
90501,47977,79.0,0.0
27037,14233,8.0,-2.0
14818,14233,183.0,0.0
205290,22802,256.0,0.0
205290,41400,46.0,-4.0
205290,5258,333.0,1.0
205290,14715,24.0,-2.0
205290,37710,14.0,-2.5
174582,22802,56.0,0.0
174582,5258,45.0,0.0
174582,21386,40.0,1.0
188938,43154,265.0,-2.0
188938,196,1275.0,0.0
188938,46149,333.0,-1.0
37387,25146,4.0,0.0
10767,196,1050.0,0.0
92717,41400,4.0,0.0
80434,25466,68.0,0.0
125499,49520,5.0,0.0
197193,12916,7.0,-1.0
197193,19660,908.0,0.0
8788,196,36.0,0.0
88683,5258,12.0,-1.0
88683,8859,265.0,0.0
88683,19660,53.0,-2.0
