user_id,y,support,occurrences_left
16384,21616,43.0,0.0
16384,23909,43.0,0.0
114688,21376,64.0,-1.0
114688,27845,1027.0,-34.0
114688,29447,2552.0,-19.0
114688,329,115.0,-2.0
114688,47626,8518.0,-40.0
114688,42701,769.0,-1.0
114688,34126,2906.0,-15.0
114688,21903,16276.0,-4.0
114688,23375,665.0,-6.0
114688,27344,5557.0,-28.0
114688,21137,28154.0,-19.0
114688,24852,2803.0,0.0
114688,27796,42.0,0.0
114688,21333,10.0,0.0
114688,47766,11886.0,-16.0
114688,31066,315.0,-1.0
114688,11422,1634.0,-30.0
114688,2078,445.0,-25.0
114688,26209,5377.0,-18.0
114688,5025,461.0,-6.0
114688,7781,708.0,-10.0
114688,37158,1475.0,-50.0
114688,39275,12414.0,-32.0
114688,21616,3096.0,-8.0
114688,19057,5366.0,-32.0
114688,16185,1530.0,-3.0
114688,26620,397.0,0.0
114688,43772,73.0,-4.0
114688,4605,4078.0,-12.0
24578,11520,1476.0,0.0
24578,17794,168.0,0.0
24578,20995,1608.0,-8.0
24578,33731,112.0,0.0
24578,24964,2247.0,-3.0
24578,8518,4206.0,-2.0
24578,44359,131.0,0.0
24578,40199,30.0,-3.0
24578,46667,2949.0,-5.0
24578,40396,618.0,0.0
24578,37646,1591.0,0.0
24578,21903,29605.0,-35.0
24578,21137,1794.0,-4.0
24578,22035,2795.0,0.0
24578,27156,2428.0,0.0
24578,8277,267.0,-4.0
24578,47766,28622.0,-36.0
24578,40604,2742.0,-3.0
24578,26209,9266.0,-11.0
24578,48679,2596.0,-1.0
24578,33000,934.0,-1.0
24578,47209,2631.0,-3.0
24578,28842,4245.0,-12.0
24578,39275,7994.0,-20.0
24578,26604,3587.0,-1.0
24578,16759,113.0,0.0
24578,13176,13148.0,-15.0
24578,43961,2014.0,0.0
24578,10749,6245.0,-18.0
24578,27966,14491.0,-22.0
8197,2120,6.0,0.0
8197,43961,110.0,0.0
163847,43961,120.0,0.0
163847,21709,24.0,0.0
163847,29487,96.0,0.0
139268,27104,286.0,0.0
139268,11520,64.0,0.0
139268,8193,117.0,0.0
139268,40706,471.0,0.0
139268,17794,401.0,0.0
139268,42356,258.0,0.0
139268,8518,2319.0,-1.0
139268,7751,236.0,-1.0
139268,42828,137.0,0.0
139268,27086,498.0,-1.0
139268,2078,127.0,0.0
139268,21903,776.0,0.0
131083,21616,44.0,0.0
131083,46979,4606.0,0.0
131083,24852,2445.0,0.0
131083,47209,44.0,0.0
131083,47626,1160.0,0.0
131083,43772,13.0,0.0
131083,21903,1352.0,0.0
131083,45007,197.0,0.0
155659,17794,168.0,-1.0
155659,24852,56.0,0.0
155659,43961,238.0,0.0
155659,39993,14.0,-1.0
16394,35042,20.0,-1.0
16394,24852,55.0,0.0
16394,24184,55.0,0.0
16394,48205,24.0,0.0
73738,26209,16741.0,-112.0
73738,39877,3271.0,-12.0
73738,1194,106.0,-1.5
73738,21903,21633.0,-118.0
73738,45007,17959.0,-80.0
73738,19057,19.0,-1.0
73738,31506,6069.0,-58.0
73738,21938,274.0,-9.0
73738,24852,22674.0,-189.0
73738,5876,9670.0,-109.0
73738,30391,5974.0,-50.0
73738,42585,6663.0,-15.0
73738,25659,2972.0,-50.0
73738,10749,2922.0,-16.0
65551,40709,12.0,0.0
90127,39877,4194.0,-4.0
90127,5450,919.0,-1.0
90127,42828,224.0,0.0
90127,21709,956.0,-2.0
90127,27086,68.0,-1.0
90127,27344,535.0,0.0
90127,21137,2038.0,-6.0
90127,22035,709.0,0.0
90127,49235,46.0,0.0
90127,24852,37124.0,-17.0
90127,8277,4616.0,-4.0
90127,35221,1809.0,-4.0
90127,44632,3551.0,-4.0
90127,33754,1572.0,0.0
90127,21019,226.0,-1.0
90127,28199,1465.0,0.0
90127,33000,926.0,-2.0
90127,21288,283.0,-6.0
90127,22825,794.0,0.0
90127,47209,19.0,0.0
90127,39275,1426.0,-6.0
90127,9387,4.0,0.0
90127,26604,1864.0,-6.0
90127,8174,79.0,0.0
90127,19057,5495.0,-5.0
90127,28465,1065.0,-2.0
90127,43122,2735.0,-4.0
90127,41787,368.0,-3.0
90127,27966,2105.0,-12.0
40975,32864,12.0,0.0
40975,26209,5154.0,-1.0
40975,34243,1140.0,-4.0
40975,24964,1695.0,0.0
40975,27845,9298.0,-9.0
40975,44359,4978.0,-18.0
40975,45066,1125.0,-2.0
40975,46667,31.0,0.0
40975,34126,4381.0,-19.0
40975,45007,1104.0,-2.0
40975,21137,54.0,0.0
40975,39475,165.0,0.0
40975,49235,39.0,0.0
40975,27156,514.0,0.0
40975,3957,131.0,0.0
40975,22935,8482.0,-5.0
40975,4920,517.0,0.0
40975,44632,126.0,-1.0
40975,42265,1827.0,-5.0
40975,15290,108.0,-1.0
81934,11520,9.0,-5.0
81934,26209,814.0,0.0
81934,28993,14.0,-1.0
81934,31717,139.0,0.0
81934,8518,986.0,-1.0
81934,48679,16.0,-1.0
81934,35561,52.0,-1.0
81934,4210,119.0,0.0
81934,5876,46.0,-1.0
81934,25588,15.0,0.0
81934,4605,8.0,-1.0
81934,41950,38.0,0.0
81934,15902,25.0,-1.0
16400,4210,993.0,-1.0
16400,19348,57.0,0.0
16400,36011,23.0,-1.0
16400,27086,2342.0,-1.0
114705,21137,29063.0,-21.0
114705,46802,457.0,-2.0
114705,22963,5074.0,-11.0
114705,24852,35518.0,-26.0
114705,13176,1858.0,-24.0
114705,30489,14753.0,-14.0
114705,47209,24421.0,-25.0
114705,24489,895.0,-13.0
114705,28204,10487.0,-25.0
114705,17948,1210.0,-7.0
32785,40706,6771.0,-12.0
32785,46979,16289.0,-68.0
32785,24964,12569.0,-39.0
32785,27845,24680.0,-154.0
32785,46667,3078.0,-8.0
32785,34126,3640.0,-9.0
32785,21903,69276.0,-221.0
32785,14992,1781.0,-8.0
32785,35921,903.0,-11.0
32785,49683,22.0,0.0
32785,24852,80991.0,-292.0
32785,22935,12298.0,-27.0
32785,30489,17550.0,-22.0
32785,40604,3118.0,-6.0
32785,17948,2829.0,-32.0
32785,27104,7399.0,-14.0
32785,26209,15175.0,-30.0
32785,5025,780.0,-3.0
32785,48679,3187.0,-2.0
32785,47209,35072.0,-91.0
32785,20842,1459.0,-15.0
32785,39475,1616.0,-27.0
32785,4920,5718.0,-21.0
32785,23288,682.0,-23.0
32785,890,1328.0,-7.0
32785,10749,5967.0,-13.0
24594,35921,15.0,-2.0
24594,17794,64.0,0.0
24594,46802,80.0,0.0
24594,41220,45.0,0.0
24594,34126,48.0,0.0
24594,21903,28.0,0.0
24594,45007,28.0,0.0
65556,24852,3078.0,0.0
65556,8277,435.0,0.0
65556,39581,36.0,0.0
98326,21137,145.0,-5.0
98326,30450,320.0,-1.0
98326,13176,19673.0,-9.0
98326,43352,1182.0,-5.0
98326,33768,492.0,-6.0
98326,35898,97.0,-1.0
98326,39275,7725.0,-18.0
98326,8571,156.0,-2.0
98326,21903,1903.0,-6.0
98326,11759,15.0,-1.0
139285,24964,2332.0,0.0
139285,31717,1222.0,0.0
139285,40709,94.0,0.0
139285,22825,3840.0,-5.0
139285,36011,305.0,-4.0
139285,31506,2152.0,0.0
139285,39475,674.0,-1.0
139285,24852,8152.0,-4.0
139285,40310,309.0,0.0
139285,42265,2246.0,0.0
139285,33754,807.0,0.0
139285,18362,454.0,0.0
139285,4605,3795.0,-2.0
98332,35921,11.0,0.0
98332,31506,96.0,0.0
49182,27344,34.0,0.0
49182,31506,194.0,0.0
49182,8021,206.0,-2.0
49182,31066,35.0,0.0
49182,40604,296.0,-3.0
24608,21288,29.0,-1.0
24608,33768,18.0,-1.0
24608,39275,11.0,0.0
24608,42768,34.0,-1.0
24608,21137,1581.0,-5.0
24608,27796,18.0,0.0
24608,12341,134.0,-1.0
24608,37687,42.0,-1.0
24608,13176,792.0,-13.0
24608,4920,218.0,-3.0
24608,43352,179.0,-10.0
24608,25659,171.0,-6.0
24608,16797,1676.0,-18.0
155683,37067,24.0,0.0
65571,27104,4021.0,0.0
65571,33731,2306.0,-2.0
65571,46979,818.0,0.0
65571,48679,2664.0,-1.0
65571,26604,1732.0,-1.0
65571,42828,1686.0,-1.0
65571,21903,18304.0,-4.0
65571,45007,2231.0,0.0
65571,42768,1610.0,0.0
65571,21137,14919.0,-1.0
65571,49235,1180.0,0.0
65571,47766,14094.0,-3.0
65571,24184,870.0,0.0
65571,43961,3352.0,-1.0
180261,42768,478.0,0.0
180261,39877,180.0,-1.0
180261,42265,190.0,0.0
180261,46667,1268.0,0.0
180261,37646,124.0,-1.0
180261,21903,597.0,0.0
180261,45007,442.0,0.0
180261,35951,242.0,0.0
90159,43352,178.0,0.0
147506,21137,28.0,0.0
147506,24964,28.0,0.0
147506,8021,65.0,0.0
147506,2086,65.0,-1.0
147506,31343,48.0,0.0
98357,26209,1202.0,-6.0
98357,9076,1333.0,-6.0
98357,1940,40.0,-1.0
98357,5077,193.0,0.0
98357,2966,167.0,-5.0
98357,7751,68.0,-2.0
98357,13176,1104.0,-5.0
98357,36011,186.0,-3.0
98357,40396,110.0,-1.0
98357,46654,201.0,-2.0
106548,26209,141.0,0.0
106548,40706,49.0,-1.0
106548,47209,25.0,0.0
106548,18441,38.0,0.0
106548,37646,25.0,0.0
106548,21137,49.0,-1.0
106548,5876,36.0,0.0
106548,9076,54.0,0.0
106548,1463,21.0,0.0
106548,13176,184.0,-1.0
106548,30489,63.0,-1.0
106548,38777,57.0,0.0
106548,6046,22.0,0.0
147511,7781,45.0,0.0
147511,890,36.0,-1.0
131124,4920,2040.0,0.0
131124,39581,7.0,0.0
172084,11777,2134.0,-1.0
172084,40706,811.0,-27.0
172084,45066,12098.0,-171.0
172084,47626,21206.0,-431.0
172084,37646,447.0,0.0
172084,27086,2415.0,-41.0
172084,21137,46830.0,-860.0
172084,24852,83757.0,-1389.0
172084,8277,203.0,-42.0
172084,47766,763.0,-106.0
172084,30489,21788.0,-108.0
172084,42265,14252.0,-93.0
172084,16797,28358.0,-709.0
172084,28199,4205.0,-87.0
172084,21288,103.0,-6.0
172084,47209,664.0,-100.0
172084,22825,152.0,-3.0
172084,39275,1054.0,-71.0
172084,28204,25730.0,-574.0
172084,26604,6133.0,-106.0
172084,5876,6593.0,-162.0
172084,9076,2574.0,-33.0
172084,12341,3273.0,-24.0
