user_id,y,support,occurrences_left
16386,27521,2387.0,-10.0
16386,31553,782.0,-1.0
16386,17794,5343.0,-1.0
16386,40706,975.0,-5.0
16386,34243,580.0,0.0
16386,46979,66.0,-1.0
16386,39108,26.0,0.0
16386,8518,5586.0,-1.0
16386,5450,2752.0,-7.0
16386,47626,100.0,-1.0
16386,44683,665.0,0.0
16386,42828,78.0,0.0
16386,43789,3734.0,-5.0
16386,21903,2871.0,-14.0
16386,45007,58.0,0.0
16386,42768,926.0,0.0
16386,14992,125.0,-2.0
16386,20114,354.0,-2.0
16386,49683,51.0,0.0
16386,38739,49.0,-5.0
16386,24852,7729.0,-12.0
16386,22935,3328.0,0.0
16386,16797,4691.0,-20.0
16386,5025,219.0,-6.0
16386,26209,103.0,0.0
16386,31717,5197.0,-8.0
16386,48679,1416.0,-2.0
16386,47144,360.0,-5.0
16386,47209,460.0,-3.0
16386,8174,782.0,0.0
16386,11182,991.0,0.0
16386,42736,1116.0,0.0
16386,21616,94.0,0.0
16386,23734,29.0,0.0
16386,16759,1870.0,0.0
16386,28985,313.0,0.0
98306,24964,30.0,0.0
98306,260,46.0,0.0
98306,16965,56.0,-1.0
98306,28842,48.0,0.0
98306,19057,33.0,0.0
98306,21137,53.0,0.0
98306,49683,23.0,0.0
98306,24852,107.0,-3.0
98306,19348,10.0,-2.0
98306,47766,16.0,-1.0
98306,37687,41.0,-1.0
98306,38456,118.0,0.0
98306,10749,10.0,0.0
98306,46654,38.0,0.0
81925,26209,556.0,0.0
81925,40706,106.0,0.0
81925,25890,29.0,0.0
81925,47209,777.0,0.0
81925,28842,126.0,0.0
81925,47626,293.0,0.0
81925,42828,183.0,0.0
81925,28465,43.0,0.0
81925,24852,645.0,-2.0
81925,47766,44.0,0.0
81925,30391,115.0,0.0
81925,42265,92.0,-3.0
81925,16797,419.0,0.0
81925,24830,173.0,-2.0
131079,42736,1469.0,-2.0
131079,17794,1554.0,0.0
131079,31683,290.0,0.0
131079,49235,21.0,0.0
131079,27845,776.0,-1.0
131079,5077,40.0,0.0
131079,34358,1267.0,0.0
131079,13176,1272.0,-1.0
6,38293,751.0,0.0
6,21903,1135.0,0.0
6,45007,836.0,0.0
8,24838,45.0,0.0
8,2078,43.0,0.0
65545,24964,201.0,0.0
65545,22935,201.0,0.0
65545,24489,163.0,0.0
65545,40174,10.0,0.0
114701,5025,137.0,0.0
114701,8193,38.0,-1.0
114701,13249,22.0,-1.0
114701,24964,3883.0,-1.0
114701,2086,14.0,0.0
114701,42701,66.0,0.0
114701,27086,378.0,0.0
114701,21903,14124.0,-2.0
114701,42736,508.0,0.0
114701,31506,1432.0,-1.0
114701,46802,19.0,0.0
114701,49235,1404.0,-1.0
114701,24852,588.0,-1.0
114701,23734,1505.0,-3.0
114701,34358,67.0,0.0
114701,13176,184.0,-1.0
114701,42265,3208.0,-2.0
114701,43961,1536.0,0.0
114701,16185,412.0,0.0
114701,35898,58.0,0.0
98316,49683,97.0,0.0
98316,44359,4176.0,-14.0
98316,16185,1136.0,-10.0
98316,47626,163.0,0.0
98316,46667,69.0,0.0
98316,28204,54.0,0.0
98316,44142,1678.0,-11.0
98316,41950,1514.0,-12.0
32782,31506,53.0,-1.0
32782,31683,8.0,0.0
32782,41844,59.0,0.0
32782,8021,55.0,0.0
16399,31553,24.0,0.0
16399,17794,5532.0,-4.0
16399,44359,11113.0,-23.0
16399,7948,48.0,0.0
16399,19660,57.0,-1.0
16399,37646,12130.0,-38.0
16399,21903,17545.0,-2.0
16399,21137,27043.0,-55.0
16399,38739,888.0,0.0
16399,24852,10799.0,-32.0
16399,34969,423.0,-6.0
16399,8859,179.0,-25.0
16399,26209,44030.0,-39.0
16399,31717,24688.0,-15.0
16399,5479,465.0,0.0
16399,47209,457.0,-3.0
16399,31343,2792.0,-5.0
16399,35951,252.0,-6.0
16399,21938,8249.0,-17.0
16399,34358,3581.0,-2.0
16399,30391,18115.0,-92.0
16399,13176,42368.0,-58.0
16399,47672,151.0,-1.0
16399,890,6589.0,-18.0
16399,4605,10357.0,-8.0
16399,10749,6408.0,-3.0
114702,24964,520.0,0.0
114702,42265,663.0,-3.0
114702,21195,19.0,-2.0
114702,7948,64.0,0.0
81937,21137,28.0,0.0
81937,49235,38.0,0.0
81937,39275,90.0,0.0
81937,21292,5.0,0.0
81937,21903,20.0,0.0
196625,42768,2906.0,0.0
196625,32864,514.0,0.0
196625,20114,3852.0,0.0
196625,46802,690.0,0.0
196625,24852,2264.0,0.0
196625,47626,3534.0,0.0
196625,15290,19.0,0.0
196625,25659,2973.0,0.0
32787,27104,351.0,0.0
32787,11777,39.0,0.0
32787,17794,177.0,0.0
32787,24852,523.0,0.0
32787,31717,113.0,0.0
32787,28985,228.0,0.0
32787,25659,371.0,0.0
32787,26604,66.0,0.0
32787,16797,314.0,0.0
16404,19057,589.0,-1.0
16404,21137,382.0,-1.0
16404,38739,61.0,0.0
16404,24852,216.0,0.0
16404,30391,2300.0,-4.0
16404,27966,178.0,0.0
16404,2078,204.0,0.0
180246,17600,56.0,0.0
131095,42768,821.0,-2.0
131095,39475,1800.0,-12.0
131095,5876,1343.0,-17.0
131095,8518,2085.0,-1.0
131095,29447,160.0,-7.0
131095,34969,1054.0,-4.0
131095,651,266.0,-1.0
131095,27086,3058.0,-11.0
131092,21616,17.0,0.0
131092,12341,13.0,0.0
131092,13176,47.0,0.0
131092,47209,59.0,0.0
131092,47626,16.0,0.0
131092,28204,16.0,0.0
131092,27966,79.0,0.0
131092,13535,159.0,0.0
163866,13249,26.0,0.0
163866,40706,1130.0,-4.0
163866,33731,1937.0,-1.0
163866,24964,4884.0,-18.0
163866,47626,5678.0,-23.0
163866,45066,52.0,-5.0
163866,27086,2449.0,-1.0
163866,21903,8428.0,-17.0
163866,45007,9631.0,-19.0
163866,23375,908.0,-2.0
163866,42768,1398.0,0.0
163866,14992,49.0,0.0
163866,21137,12829.0,-48.0
163866,49235,25.0,0.0
163866,49683,20.0,0.0
163866,27156,1193.0,-3.0
163866,24852,331.0,-1.0
163866,47766,1999.0,-21.0
163866,22935,2568.0,-20.0
163866,42265,3056.0,-12.0
163866,30489,108.0,0.0
163866,33754,410.0,-3.0
163866,17948,384.0,-1.0
163866,16797,150.0,-2.0
163866,7781,696.0,-6.0
163866,24489,1239.0,-4.0
163866,20842,355.0,0.0
163866,39275,366.0,-7.0
163866,42736,3190.0,-2.0
163866,43122,1511.0,0.0
163866,30450,394.0,-2.0
163866,41844,1093.0,-10.0
163866,4920,3114.0,-13.0
163866,43961,2028.0,-1.0
163866,890,1275.0,0.0
32795,23734,8.0,-1.0
32795,39581,20.0,0.0
16420,40706,2210.0,0.0
16420,24964,5814.0,0.0
16420,24838,90.0,0.0
16420,24489,170.0,0.0
16420,45066,1057.0,0.0
16420,5450,224.0,-1.0
16420,39275,617.0,0.0
16420,21903,3460.0,0.0
16420,27156,254.0,-1.0
16420,34358,307.0,0.0
16420,47766,363.0,0.0
16420,44632,113.0,0.0
16420,41950,207.0,0.0
180267,26209,53.0,0.0
180267,46802,28.0,0.0
180267,24852,53.0,0.0
98347,27845,598.0,0.0
98347,13176,249.0,0.0
98347,329,34.0,-1.0
98347,48205,29.0,0.0
32814,27521,112.0,-2.0
32814,33731,25.0,0.0
32814,31717,122.0,0.0
32814,33198,22.0,-2.0
32814,21903,51.0,0.0
32814,20114,178.0,-2.0
32814,49235,30.0,0.0
32814,16759,65.0,0.0
32814,22935,17.0,0.0
32814,13176,34.0,0.0
32814,33754,198.0,-1.0
32814,18523,71.0,-5.0
32814,27325,23.0,0.0
32814,2078,19.0,0.0
32814,27966,58.0,0.0
32817,21938,193.0,-1.0
32817,20995,23.0,-1.0
32817,28985,132.0,-1.0
32817,11182,505.0,-3.0
32817,27966,177.0,-2.0
32817,45007,364.0,0.0
65586,32403,8.0,0.0
65596,31553,3548.0,-30.0
65596,27521,1108.0,0.0
65596,13249,560.0,-5.0
65596,46979,306.0,-1.0
65596,34243,442.0,-1.0
65596,24964,19106.0,-58.0
65596,8518,4719.0,-4.0
65596,47626,19200.0,-64.0
65596,45066,3225.0,-22.0
65596,42701,1579.0,-5.0
65596,34126,4562.0,-11.0
65596,27086,30.0,0.0
65596,21903,5656.0,-9.0
65596,45007,47.0,0.0
65596,42768,227.0,0.0
65596,20114,6568.0,-27.0
65596,38293,2248.0,-45.0
65596,47766,15942.0,-60.0
65596,22935,10256.0,-25.0
65596,42265,2943.0,-1.0
65596,30489,45.0,0.0
65596,18523,567.0,-9.0
65596,40604,378.0,-1.0
65596,16797,86.0,-4.0
65596,26209,17412.0,-36.0
